OBJECTID,landcoversWestClassifications,thumbUrl,DownloadThumbPicture,WestOriginalUrl,DownloadOriginalPicture
277,null,https://data.globe.gov/system/photos/2020/06/11/1678453/thumb.jpg,golc_thumb_2020_06_11_1678453,https://data.globe.gov/system/photos/2020/06/11/1678453/original.jpg,golc_2020_06_11_1678453
278,null,https://data.globe.gov/system/photos/2020/06/17/1693207/thumb.jpg,golc_thumb_2020_06_17_1693207,https://data.globe.gov/system/photos/2020/06/17/1693207/original.jpg,golc_2020_06_17_1693207
279,null,https://data.globe.gov/system/photos/2020/07/20/1781144/thumb.jpg,golc_thumb_2020_07_20_1781144,https://data.globe.gov/system/photos/2020/07/20/1781144/original.jpg,golc_2020_07_20_1781144
280,null,https://data.globe.gov/system/photos/2020/06/11/1678459/thumb.jpg,golc_thumb_2020_06_11_1678459,https://data.globe.gov/system/photos/2020/06/11/1678459/original.jpg,golc_2020_06_11_1678459
281,null,https://data.globe.gov/system/photos/2020/07/20/1781197/thumb.jpg,golc_thumb_2020_07_20_1781197,https://data.globe.gov/system/photos/2020/07/20/1781197/original.jpg,golc_2020_07_20_1781197
282,null,https://data.globe.gov/system/photos/2020/07/21/1781213/thumb.jpg,golc_thumb_2020_07_21_1781213,https://data.globe.gov/system/photos/2020/07/21/1781213/original.jpg,golc_2020_07_21_1781213
283,null,https://data.globe.gov/system/photos/2020/06/11/1678465/thumb.jpg,golc_thumb_2020_06_11_1678465,https://data.globe.gov/system/photos/2020/06/11/1678465/original.jpg,golc_2020_06_11_1678465
284,null,https://data.globe.gov/system/photos/2020/07/20/1781190/thumb.jpg,golc_thumb_2020_07_20_1781190,https://data.globe.gov/system/photos/2020/07/20/1781190/original.jpg,golc_2020_07_20_1781190
285,null,https://data.globe.gov/system/photos/2020/07/20/1781184/thumb.jpg,golc_thumb_2020_07_20_1781184,https://data.globe.gov/system/photos/2020/07/20/1781184/original.jpg,golc_2020_07_20_1781184
286,null,https://data.globe.gov/system/photos/2020/06/11/1678471/thumb.jpg,golc_thumb_2020_06_11_1678471,https://data.globe.gov/system/photos/2020/06/11/1678471/original.jpg,golc_2020_06_11_1678471
287,null,https://data.globe.gov/system/photos/2020/07/21/1782748/thumb.jpg,golc_thumb_2020_07_21_1782748,https://data.globe.gov/system/photos/2020/07/21/1782748/original.jpg,golc_2020_07_21_1782748
288,null,https://data.globe.gov/system/photos/2020/06/11/1678477/thumb.jpg,golc_thumb_2020_06_11_1678477,https://data.globe.gov/system/photos/2020/06/11/1678477/original.jpg,golc_2020_06_11_1678477
289,null,https://data.globe.gov/system/photos/2020/07/21/1782790/thumb.jpg,golc_thumb_2020_07_21_1782790,https://data.globe.gov/system/photos/2020/07/21/1782790/original.jpg,golc_2020_07_21_1782790
290,null,https://data.globe.gov/system/photos/2020/07/21/1781269/thumb.jpg,golc_thumb_2020_07_21_1781269,https://data.globe.gov/system/photos/2020/07/21/1781269/original.jpg,golc_2020_07_21_1781269
291,null,https://data.globe.gov/system/photos/2020/07/21/1782778/thumb.jpg,golc_thumb_2020_07_21_1782778,https://data.globe.gov/system/photos/2020/07/21/1782778/original.jpg,golc_2020_07_21_1782778
292,null,https://data.globe.gov/system/photos/2020/06/11/1678483/thumb.jpg,golc_thumb_2020_06_11_1678483,https://data.globe.gov/system/photos/2020/06/11/1678483/original.jpg,golc_2020_06_11_1678483
293,null,https://data.globe.gov/system/photos/2020/06/12/1678531/thumb.jpg,golc_thumb_2020_06_12_1678531,https://data.globe.gov/system/photos/2020/06/12/1678531/original.jpg,golc_2020_06_12_1678531
294,null,https://data.globe.gov/system/photos/2020/06/12/1678537/thumb.jpg,golc_thumb_2020_06_12_1678537,https://data.globe.gov/system/photos/2020/06/12/1678537/original.jpg,golc_2020_06_12_1678537
295,null,https://data.globe.gov/system/photos/2020/06/12/1678553/thumb.jpg,golc_thumb_2020_06_12_1678553,https://data.globe.gov/system/photos/2020/06/12/1678553/original.jpg,golc_2020_06_12_1678553
296,"20% MUC 93 [Urban, Roads and Parking]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/11/1678809/thumb.jpg,golc_thumb_2020_06_11_1678809,https://data.globe.gov/system/photos/2020/06/11/1678809/original.jpg,golc_2020_06_11_1678809
297,"50% MUC 23 (c) [Shrubs, Closely Spaced, Tall Extremely Dry]; 50% MUC 33 (c) [Shrubs, Closely Spaced, Short Extremely Dry]; 80% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/11/1678821/thumb.jpg,golc_thumb_2020_06_11_1678821,https://data.globe.gov/system/photos/2020/06/11/1678821/original.jpg,golc_2020_06_11_1678821
298,null,https://data.globe.gov/system/photos/2020/06/14/1685432/thumb.jpg,golc_thumb_2020_06_14_1685432,https://data.globe.gov/system/photos/2020/06/14/1685432/original.jpg,golc_2020_06_14_1685432
299,null,https://data.globe.gov/system/photos/2020/06/14/1685439/thumb.jpg,golc_thumb_2020_06_14_1685439,https://data.globe.gov/system/photos/2020/06/14/1685439/original.jpg,golc_2020_06_14_1685439
300,null,https://data.globe.gov/system/photos/2020/06/14/1685451/thumb.jpg,golc_thumb_2020_06_14_1685451,https://data.globe.gov/system/photos/2020/06/14/1685451/original.jpg,golc_2020_06_14_1685451
301,null,https://data.globe.gov/system/photos/2020/06/14/1685464/thumb.jpg,golc_thumb_2020_06_14_1685464,https://data.globe.gov/system/photos/2020/06/14/1685464/original.jpg,golc_2020_06_14_1685464
302,null,https://data.globe.gov/system/photos/2020/06/14/1685458/thumb.jpg,golc_thumb_2020_06_14_1685458,https://data.globe.gov/system/photos/2020/06/14/1685458/original.jpg,golc_2020_06_14_1685458
303,null,https://data.globe.gov/system/photos/2020/06/12/1680314/thumb.jpg,golc_thumb_2020_06_12_1680314,https://data.globe.gov/system/photos/2020/06/12/1680314/original.jpg,golc_2020_06_12_1680314
304,null,https://data.globe.gov/system/photos/2020/06/12/1680340/thumb.jpg,golc_thumb_2020_06_12_1680340,https://data.globe.gov/system/photos/2020/06/12/1680340/original.jpg,golc_2020_06_12_1680340
305,"30% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680409/thumb.jpg,golc_thumb_2020_06_12_1680409,https://data.globe.gov/system/photos/2020/06/12/1680409/original.jpg,golc_2020_06_12_1680409
306,"80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680416/thumb.jpg,golc_thumb_2020_06_12_1680416,https://data.globe.gov/system/photos/2020/06/12/1680416/original.jpg,golc_2020_06_12_1680416
307,null,https://data.globe.gov/system/photos/2020/06/12/1680422/thumb.jpg,golc_thumb_2020_06_12_1680422,https://data.globe.gov/system/photos/2020/06/12/1680422/original.jpg,golc_2020_06_12_1680422
308,"60% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/12/1680428/thumb.jpg,golc_thumb_2020_06_12_1680428,https://data.globe.gov/system/photos/2020/06/12/1680428/original.jpg,golc_2020_06_12_1680428
309,"10% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]; 10% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/12/1680443/thumb.jpg,golc_thumb_2020_06_12_1680443,https://data.globe.gov/system/photos/2020/06/12/1680443/original.jpg,golc_2020_06_12_1680443
310,"10% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680449/thumb.jpg,golc_thumb_2020_06_12_1680449,https://data.globe.gov/system/photos/2020/06/12/1680449/original.jpg,golc_2020_06_12_1680449
311,null,https://data.globe.gov/system/photos/2020/06/13/1682264/thumb.jpg,golc_thumb_2020_06_13_1682264,https://data.globe.gov/system/photos/2020/06/13/1682264/original.jpg,golc_2020_06_13_1682264
312,null,https://data.globe.gov/system/photos/2020/06/13/1682270/thumb.jpg,golc_thumb_2020_06_13_1682270,https://data.globe.gov/system/photos/2020/06/13/1682270/original.jpg,golc_2020_06_13_1682270
313,null,https://data.globe.gov/system/photos/2020/06/13/1682276/thumb.jpg,golc_thumb_2020_06_13_1682276,https://data.globe.gov/system/photos/2020/06/13/1682276/original.jpg,golc_2020_06_13_1682276
314,null,https://data.globe.gov/system/photos/2020/06/13/1682282/thumb.jpg,golc_thumb_2020_06_13_1682282,https://data.globe.gov/system/photos/2020/06/13/1682282/original.jpg,golc_2020_06_13_1682282
315,null,https://data.globe.gov/system/photos/2020/06/15/1689340/thumb.jpg,golc_thumb_2020_06_15_1689340,https://data.globe.gov/system/photos/2020/06/15/1689340/original.jpg,golc_2020_06_15_1689340
316,null,https://data.globe.gov/system/photos/2020/06/17/1692217/thumb.jpg,golc_thumb_2020_06_17_1692217,https://data.globe.gov/system/photos/2020/06/17/1692217/original.jpg,golc_2020_06_17_1692217
317,null,https://data.globe.gov/system/photos/2020/06/13/1682288/thumb.jpg,golc_thumb_2020_06_13_1682288,https://data.globe.gov/system/photos/2020/06/13/1682288/original.jpg,golc_2020_06_13_1682288
318,null,https://data.globe.gov/system/photos/2020/06/13/1682294/thumb.jpg,golc_thumb_2020_06_13_1682294,https://data.globe.gov/system/photos/2020/06/13/1682294/original.jpg,golc_2020_06_13_1682294
319,null,https://data.globe.gov/system/photos/2020/06/13/1682429/thumb.jpg,golc_thumb_2020_06_13_1682429,https://data.globe.gov/system/photos/2020/06/13/1682429/original.jpg,golc_2020_06_13_1682429
320,null,https://data.globe.gov/system/photos/2020/06/13/1682435/thumb.jpg,golc_thumb_2020_06_13_1682435,https://data.globe.gov/system/photos/2020/06/13/1682435/original.jpg,golc_2020_06_13_1682435
321,null,https://data.globe.gov/system/photos/2020/06/13/1682645/thumb.jpg,golc_thumb_2020_06_13_1682645,https://data.globe.gov/system/photos/2020/06/13/1682645/original.jpg,golc_2020_06_13_1682645
322,null,https://data.globe.gov/system/photos/2020/06/13/1682657/thumb.jpg,golc_thumb_2020_06_13_1682657,https://data.globe.gov/system/photos/2020/06/13/1682657/original.jpg,golc_2020_06_13_1682657
323,null,https://data.globe.gov/system/photos/2020/06/13/1682678/thumb.jpg,golc_thumb_2020_06_13_1682678,https://data.globe.gov/system/photos/2020/06/13/1682678/original.jpg,golc_2020_06_13_1682678
324,null,https://data.globe.gov/system/photos/2020/06/13/1682684/thumb.jpg,golc_thumb_2020_06_13_1682684,https://data.globe.gov/system/photos/2020/06/13/1682684/original.jpg,golc_2020_06_13_1682684
325,null,https://data.globe.gov/system/photos/2020/06/13/1682724/thumb.jpg,golc_thumb_2020_06_13_1682724,https://data.globe.gov/system/photos/2020/06/13/1682724/original.jpg,golc_2020_06_13_1682724
326,null,https://data.globe.gov/system/photos/2020/06/13/1682736/thumb.jpg,golc_thumb_2020_06_13_1682736,https://data.globe.gov/system/photos/2020/06/13/1682736/original.jpg,golc_2020_06_13_1682736
327,null,https://data.globe.gov/system/photos/2020/06/13/1682754/thumb.jpg,golc_thumb_2020_06_13_1682754,https://data.globe.gov/system/photos/2020/06/13/1682754/original.jpg,golc_2020_06_13_1682754
328,null,https://data.globe.gov/system/photos/2020/06/13/1682770/thumb.jpg,golc_thumb_2020_06_13_1682770,https://data.globe.gov/system/photos/2020/06/13/1682770/original.jpg,golc_2020_06_13_1682770
329,null,https://data.globe.gov/system/photos/2020/06/13/1682776/thumb.jpg,golc_thumb_2020_06_13_1682776,https://data.globe.gov/system/photos/2020/06/13/1682776/original.jpg,golc_2020_06_13_1682776
330,null,https://data.globe.gov/system/photos/2020/06/13/1682788/thumb.jpg,golc_thumb_2020_06_13_1682788,https://data.globe.gov/system/photos/2020/06/13/1682788/original.jpg,golc_2020_06_13_1682788
331,null,https://data.globe.gov/system/photos/2020/06/13/1682814/thumb.jpg,golc_thumb_2020_06_13_1682814,https://data.globe.gov/system/photos/2020/06/13/1682814/original.jpg,golc_2020_06_13_1682814
332,null,https://data.globe.gov/system/photos/2020/06/13/1682851/thumb.jpg,golc_thumb_2020_06_13_1682851,https://data.globe.gov/system/photos/2020/06/13/1682851/original.jpg,golc_2020_06_13_1682851
333,null,https://data.globe.gov/system/photos/2020/06/13/1682862/thumb.jpg,golc_thumb_2020_06_13_1682862,https://data.globe.gov/system/photos/2020/06/13/1682862/original.jpg,golc_2020_06_13_1682862
334,null,https://data.globe.gov/system/photos/2020/06/13/1682871/thumb.jpg,golc_thumb_2020_06_13_1682871,https://data.globe.gov/system/photos/2020/06/13/1682871/original.jpg,golc_2020_06_13_1682871
335,null,https://data.globe.gov/system/photos/2020/06/24/1712416/thumb.jpg,golc_thumb_2020_06_24_1712416,https://data.globe.gov/system/photos/2020/06/24/1712416/original.jpg,golc_2020_06_24_1712416
336,null,https://data.globe.gov/system/photos/2020/06/13/1683037/thumb.jpg,golc_thumb_2020_06_13_1683037,https://data.globe.gov/system/photos/2020/06/13/1683037/original.jpg,golc_2020_06_13_1683037
337,null,https://data.globe.gov/system/photos/2020/06/13/1683048/thumb.jpg,golc_thumb_2020_06_13_1683048,https://data.globe.gov/system/photos/2020/06/13/1683048/original.jpg,golc_2020_06_13_1683048
338,null,https://data.globe.gov/system/photos/2020/06/13/1683054/thumb.jpg,golc_thumb_2020_06_13_1683054,https://data.globe.gov/system/photos/2020/06/13/1683054/original.jpg,golc_2020_06_13_1683054
339,null,https://data.globe.gov/system/photos/2020/06/13/1683060/thumb.jpg,golc_thumb_2020_06_13_1683060,https://data.globe.gov/system/photos/2020/06/13/1683060/original.jpg,golc_2020_06_13_1683060
340,null,https://data.globe.gov/system/photos/2020/06/13/1683066/thumb.jpg,golc_thumb_2020_06_13_1683066,https://data.globe.gov/system/photos/2020/06/13/1683066/original.jpg,golc_2020_06_13_1683066
341,null,https://data.globe.gov/system/photos/2020/06/13/1683072/thumb.jpg,golc_thumb_2020_06_13_1683072,https://data.globe.gov/system/photos/2020/06/13/1683072/original.jpg,golc_2020_06_13_1683072
342,"20% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/13/1683252/thumb.jpg,golc_thumb_2020_06_13_1683252,https://data.globe.gov/system/photos/2020/06/13/1683252/original.jpg,golc_2020_06_13_1683252
343,null,https://data.globe.gov/system/photos/2020/06/13/1706402/thumb.jpg,golc_thumb_2020_06_13_1706402,https://data.globe.gov/system/photos/2020/06/13/1706402/original.jpg,golc_2020_06_13_1706402
344,"70% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683246/thumb.jpg,golc_thumb_2020_06_13_1683246,https://data.globe.gov/system/photos/2020/06/13/1683246/original.jpg,golc_2020_06_13_1683246
345,"60% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/13/1683260/thumb.jpg,golc_thumb_2020_06_13_1683260,https://data.globe.gov/system/photos/2020/06/13/1683260/original.jpg,golc_2020_06_13_1683260
346,"10% MUC 93 [Urban, Roads and Parking]; 20% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/13/1683272/thumb.jpg,golc_thumb_2020_06_13_1683272,https://data.globe.gov/system/photos/2020/06/13/1683272/original.jpg,golc_2020_06_13_1683272
347,"70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683290/thumb.jpg,golc_thumb_2020_06_13_1683290,https://data.globe.gov/system/photos/2020/06/13/1683290/original.jpg,golc_2020_06_13_1683290
348,"70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683308/thumb.jpg,golc_thumb_2020_06_13_1683308,https://data.globe.gov/system/photos/2020/06/13/1683308/original.jpg,golc_2020_06_13_1683308
349,"80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683314/thumb.jpg,golc_thumb_2020_06_13_1683314,https://data.globe.gov/system/photos/2020/06/13/1683314/original.jpg,golc_2020_06_13_1683314
350,"60% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683325/thumb.jpg,golc_thumb_2020_06_13_1683325,https://data.globe.gov/system/photos/2020/06/13/1683325/original.jpg,golc_2020_06_13_1683325
351,"30% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683331/thumb.jpg,golc_thumb_2020_06_13_1683331,https://data.globe.gov/system/photos/2020/06/13/1683331/original.jpg,golc_2020_06_13_1683331
352,"100% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683337/thumb.jpg,golc_thumb_2020_06_13_1683337,https://data.globe.gov/system/photos/2020/06/13/1683337/original.jpg,golc_2020_06_13_1683337
353,"20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1710194/thumb.jpg,golc_thumb_2020_06_14_1710194,https://data.globe.gov/system/photos/2020/06/14/1710194/original.jpg,golc_2020_06_14_1710194
354,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 91 [Urban, Residential Property]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683573/thumb.jpg,golc_thumb_2020_06_13_1683573,https://data.globe.gov/system/photos/2020/06/13/1683573/original.jpg,golc_2020_06_13_1683573
355,"20% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 53 [Barren, Bare Rock]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/14/1683607/thumb.jpg,golc_thumb_2020_06_14_1683607,https://data.globe.gov/system/photos/2020/06/14/1683607/original.jpg,golc_2020_06_14_1683607
356,null,https://data.globe.gov/system/photos/2020/06/14/1685155/thumb.jpg,golc_thumb_2020_06_14_1685155,https://data.globe.gov/system/photos/2020/06/14/1685155/original.jpg,golc_2020_06_14_1685155
357,null,https://data.globe.gov/system/photos/2020/06/14/1685195/thumb.jpg,golc_thumb_2020_06_14_1685195,https://data.globe.gov/system/photos/2020/06/14/1685195/original.jpg,golc_2020_06_14_1685195
358,"50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 93 [Urban, Roads and Parking]; 10% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685191/thumb.jpg,golc_thumb_2020_06_14_1685191,https://data.globe.gov/system/photos/2020/06/14/1685191/original.jpg,golc_2020_06_14_1685191
359,null,https://data.globe.gov/system/photos/2020/07/14/1760879/thumb.jpg,golc_thumb_2020_07_14_1760879,https://data.globe.gov/system/photos/2020/07/14/1760879/original.jpg,golc_2020_07_14_1760879
360,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685241/thumb.jpg,golc_thumb_2020_06_14_1685241,https://data.globe.gov/system/photos/2020/06/14/1685241/original.jpg,golc_2020_06_14_1685241
361,"30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 50% MUC 91 [Urban, Residential Property]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685256/thumb.jpg,golc_thumb_2020_06_14_1685256,https://data.globe.gov/system/photos/2020/06/14/1685256/original.jpg,golc_2020_06_14_1685256
362,"50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685719/thumb.jpg,golc_thumb_2020_06_14_1685719,https://data.globe.gov/system/photos/2020/06/14/1685719/original.jpg,golc_2020_06_14_1685719
363,null,https://data.globe.gov/system/photos/2020/06/14/1685445/thumb.jpg,golc_thumb_2020_06_14_1685445,https://data.globe.gov/system/photos/2020/06/14/1685445/original.jpg,golc_2020_06_14_1685445
364,null,https://data.globe.gov/system/photos/2020/06/14/1685470/thumb.jpg,golc_thumb_2020_06_14_1685470,https://data.globe.gov/system/photos/2020/06/14/1685470/original.jpg,golc_2020_06_14_1685470
365,null,https://data.globe.gov/system/photos/2020/06/14/1685477/thumb.jpg,golc_thumb_2020_06_14_1685477,https://data.globe.gov/system/photos/2020/06/14/1685477/original.jpg,golc_2020_06_14_1685477
366,"100% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 93 [Urban, Roads and Parking]; 30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685725/thumb.jpg,golc_thumb_2020_06_14_1685725,https://data.globe.gov/system/photos/2020/06/14/1685725/original.jpg,golc_2020_06_14_1685725
367,"50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685737/thumb.jpg,golc_thumb_2020_06_14_1685737,https://data.globe.gov/system/photos/2020/06/14/1685737/original.jpg,golc_2020_06_14_1685737
368,"70% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 50% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685743/thumb.jpg,golc_thumb_2020_06_14_1685743,https://data.globe.gov/system/photos/2020/06/14/1685743/original.jpg,golc_2020_06_14_1685743
369,"50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 92 [Urban, Commercial Property]; 10% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685749/thumb.jpg,golc_thumb_2020_06_14_1685749,https://data.globe.gov/system/photos/2020/06/14/1685749/original.jpg,golc_2020_06_14_1685749
370,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685755/thumb.jpg,golc_thumb_2020_06_14_1685755,https://data.globe.gov/system/photos/2020/06/14/1685755/original.jpg,golc_2020_06_14_1685755
371,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/14/1685767/thumb.jpg,golc_thumb_2020_06_14_1685767,https://data.globe.gov/system/photos/2020/06/14/1685767/original.jpg,golc_2020_06_14_1685767
372,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/14/1685773/thumb.jpg,golc_thumb_2020_06_14_1685773,https://data.globe.gov/system/photos/2020/06/14/1685773/original.jpg,golc_2020_06_14_1685773
373,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 80% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685779/thumb.jpg,golc_thumb_2020_06_14_1685779,https://data.globe.gov/system/photos/2020/06/14/1685779/original.jpg,golc_2020_06_14_1685779
374,"70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 56 [Barren, Dirt/Other]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685806/thumb.jpg,golc_thumb_2020_06_14_1685806,https://data.globe.gov/system/photos/2020/06/14/1685806/original.jpg,golc_2020_06_14_1685806
375,"80% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 20% MUC 13 [Trees, Loosely Spaced, Extremely Dry]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",rejected,null,rejected,null
376,null,https://data.globe.gov/system/photos/2020/06/14/1686014/thumb.jpg,golc_thumb_2020_06_14_1686014,https://data.globe.gov/system/photos/2020/06/14/1686014/original.jpg,golc_2020_06_14_1686014
377,null,https://data.globe.gov/system/photos/2020/06/14/1686054/thumb.jpg,golc_thumb_2020_06_14_1686054,https://data.globe.gov/system/photos/2020/06/14/1686054/original.jpg,golc_2020_06_14_1686054
378,null,https://data.globe.gov/system/photos/2020/06/14/1686048/thumb.jpg,golc_thumb_2020_06_14_1686048,https://data.globe.gov/system/photos/2020/06/14/1686048/original.jpg,golc_2020_06_14_1686048
379,null,https://data.globe.gov/system/photos/2020/06/14/1686060/thumb.jpg,golc_thumb_2020_06_14_1686060,https://data.globe.gov/system/photos/2020/06/14/1686060/original.jpg,golc_2020_06_14_1686060
380,null,https://data.globe.gov/system/photos/2020/06/17/1692282/thumb.jpg,golc_thumb_2020_06_17_1692282,https://data.globe.gov/system/photos/2020/06/17/1692282/original.jpg,golc_2020_06_17_1692282
381,"20% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]; 20% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 60% MUC 53 [Barren, Bare Rock]",https://data.globe.gov/system/photos/2020/07/08/1742734/thumb.jpg,golc_thumb_2020_07_08_1742734,https://data.globe.gov/system/photos/2020/07/08/1742734/original.jpg,golc_2020_07_08_1742734
382,"60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]; 70% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/07/21/1782655/thumb.jpg,golc_thumb_2020_07_21_1782655,https://data.globe.gov/system/photos/2020/07/21/1782655/original.jpg,golc_2020_07_21_1782655
