OBJECTID,landcoversWestClassifications,thumbUrl,DownloadThumbPicture,WestOriginalUrl,DownloadOriginalPicture
586,null,https://data.globe.gov/system/photos/2020/06/17/1692333/thumb.jpg,golc_thumb_2020_06_17_1692333,https://data.globe.gov/system/photos/2020/06/17/1692333/original.jpg,golc_2020_06_17_1692333
587,null,https://data.globe.gov/system/photos/2020/06/17/1692339/thumb.jpg,golc_thumb_2020_06_17_1692339,https://data.globe.gov/system/photos/2020/06/17/1692339/original.jpg,golc_2020_06_17_1692339
588,null,https://data.globe.gov/system/photos/2020/06/14/1692352/thumb.jpg,golc_thumb_2020_06_14_1692352,https://data.globe.gov/system/photos/2020/06/14/1692352/original.jpg,golc_2020_06_14_1692352
589,null,https://data.globe.gov/system/photos/2020/06/14/1692359/thumb.jpg,golc_thumb_2020_06_14_1692359,https://data.globe.gov/system/photos/2020/06/14/1692359/original.jpg,golc_2020_06_14_1692359
590,null,https://data.globe.gov/system/photos/2020/06/14/1692365/thumb.jpg,golc_thumb_2020_06_14_1692365,https://data.globe.gov/system/photos/2020/06/14/1692365/original.jpg,golc_2020_06_14_1692365
591,null,https://data.globe.gov/system/photos/2020/06/14/1692639/thumb.jpg,golc_thumb_2020_06_14_1692639,https://data.globe.gov/system/photos/2020/06/14/1692639/original.jpg,golc_2020_06_14_1692639
592,null,https://data.globe.gov/system/photos/2020/06/14/1692376/thumb.jpg,golc_thumb_2020_06_14_1692376,https://data.globe.gov/system/photos/2020/06/14/1692376/original.jpg,golc_2020_06_14_1692376
593,null,https://data.globe.gov/system/photos/2020/06/14/1692466/thumb.jpg,golc_thumb_2020_06_14_1692466,https://data.globe.gov/system/photos/2020/06/14/1692466/original.jpg,golc_2020_06_14_1692466
594,null,https://data.globe.gov/system/photos/2020/06/14/1692478/thumb.jpg,golc_thumb_2020_06_14_1692478,https://data.globe.gov/system/photos/2020/06/14/1692478/original.jpg,golc_2020_06_14_1692478
595,null,https://data.globe.gov/system/photos/2020/06/14/1692484/thumb.jpg,golc_thumb_2020_06_14_1692484,https://data.globe.gov/system/photos/2020/06/14/1692484/original.jpg,golc_2020_06_14_1692484
596,null,https://data.globe.gov/system/photos/2020/06/14/1692573/thumb.jpg,golc_thumb_2020_06_14_1692573,https://data.globe.gov/system/photos/2020/06/14/1692573/original.jpg,golc_2020_06_14_1692573
597,null,https://data.globe.gov/system/photos/2020/06/14/1692579/thumb.jpg,golc_thumb_2020_06_14_1692579,https://data.globe.gov/system/photos/2020/06/14/1692579/original.jpg,golc_2020_06_14_1692579
598,null,https://data.globe.gov/system/photos/2020/06/14/1692585/thumb.jpg,golc_thumb_2020_06_14_1692585,https://data.globe.gov/system/photos/2020/06/14/1692585/original.jpg,golc_2020_06_14_1692585
599,null,https://data.globe.gov/system/photos/2020/06/14/1692592/thumb.jpg,golc_thumb_2020_06_14_1692592,https://data.globe.gov/system/photos/2020/06/14/1692592/original.jpg,golc_2020_06_14_1692592
600,null,https://data.globe.gov/system/photos/2020/06/14/1692603/thumb.jpg,golc_thumb_2020_06_14_1692603,https://data.globe.gov/system/photos/2020/06/14/1692603/original.jpg,golc_2020_06_14_1692603
601,null,https://data.globe.gov/system/photos/2020/06/14/1692615/thumb.jpg,golc_thumb_2020_06_14_1692615,https://data.globe.gov/system/photos/2020/06/14/1692615/original.jpg,golc_2020_06_14_1692615
602,null,https://data.globe.gov/system/photos/2020/06/14/1692621/thumb.jpg,golc_thumb_2020_06_14_1692621,https://data.globe.gov/system/photos/2020/06/14/1692621/original.jpg,golc_2020_06_14_1692621
603,null,https://data.globe.gov/system/photos/2020/06/14/1692627/thumb.jpg,golc_thumb_2020_06_14_1692627,https://data.globe.gov/system/photos/2020/06/14/1692627/original.jpg,golc_2020_06_14_1692627
604,null,https://data.globe.gov/system/photos/2020/06/14/1692633/thumb.jpg,golc_thumb_2020_06_14_1692633,https://data.globe.gov/system/photos/2020/06/14/1692633/original.jpg,golc_2020_06_14_1692633
605,null,https://data.globe.gov/system/photos/2020/07/14/1757819/thumb.jpg,golc_thumb_2020_07_14_1757819,https://data.globe.gov/system/photos/2020/07/14/1757819/original.jpg,golc_2020_07_14_1757819
606,null,https://data.globe.gov/system/photos/2020/06/17/1692672/thumb.jpg,golc_thumb_2020_06_17_1692672,https://data.globe.gov/system/photos/2020/06/17/1692672/original.jpg,golc_2020_06_17_1692672
607,null,https://data.globe.gov/system/photos/2020/06/16/1692783/thumb.jpg,golc_thumb_2020_06_16_1692783,https://data.globe.gov/system/photos/2020/06/16/1692783/original.jpg,golc_2020_06_16_1692783
608,null,https://data.globe.gov/system/photos/2020/06/16/1692789/thumb.jpg,golc_thumb_2020_06_16_1692789,https://data.globe.gov/system/photos/2020/06/16/1692789/original.jpg,golc_2020_06_16_1692789
609,null,https://data.globe.gov/system/photos/2020/06/16/1692795/thumb.jpg,golc_thumb_2020_06_16_1692795,https://data.globe.gov/system/photos/2020/06/16/1692795/original.jpg,golc_2020_06_16_1692795
610,null,https://data.globe.gov/system/photos/2020/06/16/1692801/thumb.jpg,golc_thumb_2020_06_16_1692801,https://data.globe.gov/system/photos/2020/06/16/1692801/original.jpg,golc_2020_06_16_1692801
611,null,https://data.globe.gov/system/photos/2020/06/16/1692807/thumb.jpg,golc_thumb_2020_06_16_1692807,https://data.globe.gov/system/photos/2020/06/16/1692807/original.jpg,golc_2020_06_16_1692807
612,null,https://data.globe.gov/system/photos/2020/06/16/1692813/thumb.jpg,golc_thumb_2020_06_16_1692813,https://data.globe.gov/system/photos/2020/06/16/1692813/original.jpg,golc_2020_06_16_1692813
613,null,https://data.globe.gov/system/photos/2020/06/16/1692819/thumb.jpg,golc_thumb_2020_06_16_1692819,https://data.globe.gov/system/photos/2020/06/16/1692819/original.jpg,golc_2020_06_16_1692819
614,null,https://data.globe.gov/system/photos/2020/06/17/1692826/thumb.jpg,golc_thumb_2020_06_17_1692826,https://data.globe.gov/system/photos/2020/06/17/1692826/original.jpg,golc_2020_06_17_1692826
615,"50% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 56 [Barren, Dirt/Other]; 10% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1692914/thumb.jpg,golc_thumb_2020_06_16_1692914,https://data.globe.gov/system/photos/2020/06/16/1692914/original.jpg,golc_2020_06_16_1692914
616,"50% MUC 91 [Urban, Residential Property]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]",rejected,null,rejected,null
617,null,https://data.globe.gov/system/photos/2020/06/13/1692959/thumb.jpg,golc_thumb_2020_06_13_1692959,https://data.globe.gov/system/photos/2020/06/13/1692959/original.jpg,golc_2020_06_13_1692959
618,null,https://data.globe.gov/system/photos/2020/06/13/1692968/thumb.jpg,golc_thumb_2020_06_13_1692968,https://data.globe.gov/system/photos/2020/06/13/1692968/original.jpg,golc_2020_06_13_1692968
619,null,https://data.globe.gov/system/photos/2020/06/13/1692973/thumb.jpg,golc_thumb_2020_06_13_1692973,https://data.globe.gov/system/photos/2020/06/13/1692973/original.jpg,golc_2020_06_13_1692973
620,null,https://data.globe.gov/system/photos/2020/07/13/1782055/thumb.jpg,golc_thumb_2020_07_13_1782055,https://data.globe.gov/system/photos/2020/07/13/1782055/original.jpg,golc_2020_07_13_1782055
621,null,https://data.globe.gov/system/photos/2020/06/14/1692979/thumb.jpg,golc_thumb_2020_06_14_1692979,https://data.globe.gov/system/photos/2020/06/14/1692979/original.jpg,golc_2020_06_14_1692979
622,null,https://data.globe.gov/system/photos/2020/06/14/1692986/thumb.jpg,golc_thumb_2020_06_14_1692986,https://data.globe.gov/system/photos/2020/06/14/1692986/original.jpg,golc_2020_06_14_1692986
623,null,https://data.globe.gov/system/photos/2020/06/14/1692992/thumb.jpg,golc_thumb_2020_06_14_1692992,https://data.globe.gov/system/photos/2020/06/14/1692992/original.jpg,golc_2020_06_14_1692992
624,null,https://data.globe.gov/system/photos/2020/06/16/1693000/thumb.jpg,golc_thumb_2020_06_16_1693000,https://data.globe.gov/system/photos/2020/06/16/1693000/original.jpg,golc_2020_06_16_1693000
625,null,https://data.globe.gov/system/photos/2020/06/16/1693006/thumb.jpg,golc_thumb_2020_06_16_1693006,https://data.globe.gov/system/photos/2020/06/16/1693006/original.jpg,golc_2020_06_16_1693006
626,"30% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 60% MUC 53 [Barren, Bare Rock]; 10% MUC 21 (l) [Shrubs, Loosely Spaced, Tall Evergreen]",https://data.globe.gov/system/photos/2020/06/13/1693149/thumb.jpg,golc_thumb_2020_06_13_1693149,https://data.globe.gov/system/photos/2020/06/13/1693149/original.jpg,golc_2020_06_13_1693149
627,"60% MUC 94 [Urban, Other]; 40% MUC 93 [Urban, Roads and Parking]",rejected,null,rejected,null
628,"70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/13/1693183/thumb.jpg,golc_thumb_2020_06_13_1693183,https://data.globe.gov/system/photos/2020/06/13/1693183/original.jpg,golc_2020_06_13_1693183
629,"70% MUC 91 [Urban, Residential Property]; 70% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693189/thumb.jpg,golc_thumb_2020_06_13_1693189,https://data.globe.gov/system/photos/2020/06/13/1693189/original.jpg,golc_2020_06_13_1693189
630,"40% MUC 93 [Urban, Roads and Parking]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693201/thumb.jpg,golc_thumb_2020_06_13_1693201,https://data.globe.gov/system/photos/2020/06/13/1693201/original.jpg,golc_2020_06_13_1693201
631,"70% MUC 56 [Barren, Dirt/Other]; 80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693217/thumb.jpg,golc_thumb_2020_06_13_1693217,https://data.globe.gov/system/photos/2020/06/13/1693217/original.jpg,golc_2020_06_13_1693217
632,"50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 60% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1693223/thumb.jpg,golc_thumb_2020_06_13_1693223,https://data.globe.gov/system/photos/2020/06/13/1693223/original.jpg,golc_2020_06_13_1693223
633,"50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1693229/thumb.jpg,golc_thumb_2020_06_13_1693229,https://data.globe.gov/system/photos/2020/06/13/1693229/original.jpg,golc_2020_06_13_1693229
634,"40% MUC 56 [Barren, Dirt/Other]; 90% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693235/thumb.jpg,golc_thumb_2020_06_13_1693235,https://data.globe.gov/system/photos/2020/06/13/1693235/original.jpg,golc_2020_06_13_1693235
635,"80% MUC 93 [Urban, Roads and Parking]; 60% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693241/thumb.jpg,golc_thumb_2020_06_13_1693241,https://data.globe.gov/system/photos/2020/06/13/1693241/original.jpg,golc_2020_06_13_1693241
636,null,https://data.globe.gov/system/photos/2020/06/16/1694113/thumb.jpg,golc_thumb_2020_06_16_1694113,https://data.globe.gov/system/photos/2020/06/16/1694113/original.jpg,golc_2020_06_16_1694113
637,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694166/thumb.jpg,golc_thumb_2020_06_17_1694166,https://data.globe.gov/system/photos/2020/06/17/1694166/original.jpg,golc_2020_06_17_1694166
638,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694172/thumb.jpg,golc_thumb_2020_06_17_1694172,https://data.globe.gov/system/photos/2020/06/17/1694172/original.jpg,golc_2020_06_17_1694172
639,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694178/thumb.jpg,golc_thumb_2020_06_17_1694178,https://data.globe.gov/system/photos/2020/06/17/1694178/original.jpg,golc_2020_06_17_1694178
640,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694184/thumb.jpg,golc_thumb_2020_06_17_1694184,https://data.globe.gov/system/photos/2020/06/17/1694184/original.jpg,golc_2020_06_17_1694184
641,null,https://data.globe.gov/system/photos/2020/06/15/1694327/thumb.jpg,golc_thumb_2020_06_15_1694327,https://data.globe.gov/system/photos/2020/06/15/1694327/original.jpg,golc_2020_06_15_1694327
642,null,https://data.globe.gov/system/photos/2020/06/15/1694333/thumb.jpg,golc_thumb_2020_06_15_1694333,https://data.globe.gov/system/photos/2020/06/15/1694333/original.jpg,golc_2020_06_15_1694333
643,null,https://data.globe.gov/system/photos/2020/06/15/1694351/thumb.jpg,golc_thumb_2020_06_15_1694351,https://data.globe.gov/system/photos/2020/06/15/1694351/original.jpg,golc_2020_06_15_1694351
644,"20% MUC 94 [Urban, Other]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1694975/thumb.jpg,golc_thumb_2020_06_17_1694975,https://data.globe.gov/system/photos/2020/06/17/1694975/original.jpg,golc_2020_06_17_1694975
645,"50% MUC 92 [Urban, Commercial Property]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1694992/thumb.jpg,golc_thumb_2020_06_17_1694992,https://data.globe.gov/system/photos/2020/06/17/1694992/original.jpg,golc_2020_06_17_1694992
646,"80% MUC 92 [Urban, Commercial Property]",rejected,null,rejected,null
647,"70% MUC 91 [Urban, Residential Property]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695030/thumb.jpg,golc_thumb_2020_06_17_1695030,https://data.globe.gov/system/photos/2020/06/17/1695030/original.jpg,golc_2020_06_17_1695030
648,"40% MUC 91 [Urban, Residential Property]; 50% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]; 50% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695036/thumb.jpg,golc_thumb_2020_06_17_1695036,https://data.globe.gov/system/photos/2020/06/17/1695036/original.jpg,golc_2020_06_17_1695036
649,"70% MUC 93 [Urban, Roads and Parking]; 40% MUC 00 [Trees, Closely Spaced, Not Sure Which]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1695042/thumb.jpg,golc_thumb_2020_06_17_1695042,https://data.globe.gov/system/photos/2020/06/17/1695042/original.jpg,golc_2020_06_17_1695042
650,"80% MUC 91 [Urban, Residential Property]; 30% MUC 1 [Trees, Loosely Spaced, Not Sure Which]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1695048/thumb.jpg,golc_thumb_2020_06_17_1695048,https://data.globe.gov/system/photos/2020/06/17/1695048/original.jpg,golc_2020_06_17_1695048
651,"50% MUC 91 [Urban, Residential Property]; 40% MUC 1 [Trees, Loosely Spaced, Not Sure Which]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1695054/thumb.jpg,golc_thumb_2020_06_17_1695054,https://data.globe.gov/system/photos/2020/06/17/1695054/original.jpg,golc_2020_06_17_1695054
652,"40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 80% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1695222/thumb.jpg,golc_thumb_2020_06_17_1695222,https://data.globe.gov/system/photos/2020/06/17/1695222/original.jpg,golc_2020_06_17_1695222
653,"40% MUC 93 [Urban, Roads and Parking]; 70% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1695228/thumb.jpg,golc_thumb_2020_06_17_1695228,https://data.globe.gov/system/photos/2020/06/17/1695228/original.jpg,golc_2020_06_17_1695228
654,null,https://data.globe.gov/system/photos/2020/06/17/1695234/thumb.jpg,golc_thumb_2020_06_17_1695234,https://data.globe.gov/system/photos/2020/06/17/1695234/original.jpg,golc_2020_06_17_1695234
655,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/17/1695240/thumb.jpg,golc_thumb_2020_06_17_1695240,https://data.globe.gov/system/photos/2020/06/17/1695240/original.jpg,golc_2020_06_17_1695240
656,null,https://data.globe.gov/system/photos/2020/06/17/1695246/thumb.jpg,golc_thumb_2020_06_17_1695246,https://data.globe.gov/system/photos/2020/06/17/1695246/original.jpg,golc_2020_06_17_1695246
657,null,https://data.globe.gov/system/photos/2020/06/17/1695252/thumb.jpg,golc_thumb_2020_06_17_1695252,https://data.globe.gov/system/photos/2020/06/17/1695252/original.jpg,golc_2020_06_17_1695252
658,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/18/1695399/thumb.jpg,golc_thumb_2020_06_18_1695399,https://data.globe.gov/system/photos/2020/06/18/1695399/original.jpg,golc_2020_06_18_1695399
659,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 20% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 42 [Herbaceous/Grassland, Medium Grass]; 30% MUC 41 [Herbaceous/Grassland, Tall Grass]",https://data.globe.gov/system/photos/2020/06/16/1695460/thumb.jpg,golc_thumb_2020_06_16_1695460,https://data.globe.gov/system/photos/2020/06/16/1695460/original.jpg,golc_2020_06_16_1695460
660,null,https://data.globe.gov/system/photos/2020/06/17/1699411/thumb.jpg,golc_thumb_2020_06_17_1699411,https://data.globe.gov/system/photos/2020/06/17/1699411/original.jpg,golc_2020_06_17_1699411
661,null,https://data.globe.gov/system/photos/2020/06/17/1699417/thumb.jpg,golc_thumb_2020_06_17_1699417,https://data.globe.gov/system/photos/2020/06/17/1699417/original.jpg,golc_2020_06_17_1699417
662,null,https://data.globe.gov/system/photos/2020/06/17/1699423/thumb.jpg,golc_thumb_2020_06_17_1699423,https://data.globe.gov/system/photos/2020/06/17/1699423/original.jpg,golc_2020_06_17_1699423
663,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696840/thumb.jpg,golc_thumb_2020_06_18_1696840,https://data.globe.gov/system/photos/2020/06/18/1696840/original.jpg,golc_2020_06_18_1696840
664,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696846/thumb.jpg,golc_thumb_2020_06_18_1696846,https://data.globe.gov/system/photos/2020/06/18/1696846/original.jpg,golc_2020_06_18_1696846
665,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696910/thumb.jpg,golc_thumb_2020_06_18_1696910,https://data.globe.gov/system/photos/2020/06/18/1696910/original.jpg,golc_2020_06_18_1696910
666,"10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696858/thumb.jpg,golc_thumb_2020_06_18_1696858,https://data.globe.gov/system/photos/2020/06/18/1696858/original.jpg,golc_2020_06_18_1696858
667,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696864/thumb.jpg,golc_thumb_2020_06_18_1696864,https://data.globe.gov/system/photos/2020/06/18/1696864/original.jpg,golc_2020_06_18_1696864
668,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696870/thumb.jpg,golc_thumb_2020_06_18_1696870,https://data.globe.gov/system/photos/2020/06/18/1696870/original.jpg,golc_2020_06_18_1696870
669,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696876/thumb.jpg,golc_thumb_2020_06_18_1696876,https://data.globe.gov/system/photos/2020/06/18/1696876/original.jpg,golc_2020_06_18_1696876
670,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696882/thumb.jpg,golc_thumb_2020_06_18_1696882,https://data.globe.gov/system/photos/2020/06/18/1696882/original.jpg,golc_2020_06_18_1696882
671,"20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 90% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696888/thumb.jpg,golc_thumb_2020_06_18_1696888,https://data.globe.gov/system/photos/2020/06/18/1696888/original.jpg,golc_2020_06_18_1696888
672,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696894/thumb.jpg,golc_thumb_2020_06_18_1696894,https://data.globe.gov/system/photos/2020/06/18/1696894/original.jpg,golc_2020_06_18_1696894
673,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696900/thumb.jpg,golc_thumb_2020_06_18_1696900,https://data.globe.gov/system/photos/2020/06/18/1696900/original.jpg,golc_2020_06_18_1696900
674,"100% MUC 00 [Trees, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/18/1696968/thumb.jpg,golc_thumb_2020_06_18_1696968,https://data.globe.gov/system/photos/2020/06/18/1696968/original.jpg,golc_2020_06_18_1696968
675,"50% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/18/1696974/thumb.jpg,golc_thumb_2020_06_18_1696974,https://data.globe.gov/system/photos/2020/06/18/1696974/original.jpg,golc_2020_06_18_1696974
676,"90% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/18/1696982/thumb.jpg,golc_thumb_2020_06_18_1696982,https://data.globe.gov/system/photos/2020/06/18/1696982/original.jpg,golc_2020_06_18_1696982
677,"80% MUC 93 [Urban, Roads and Parking]; 30% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/18/1696989/thumb.jpg,golc_thumb_2020_06_18_1696989,https://data.globe.gov/system/photos/2020/06/18/1696989/original.jpg,golc_2020_06_18_1696989
678,null,https://data.globe.gov/system/photos/2020/06/19/1697155/thumb.jpg,golc_thumb_2020_06_19_1697155,https://data.globe.gov/system/photos/2020/06/19/1697155/original.jpg,golc_2020_06_19_1697155
679,null,https://data.globe.gov/system/photos/2020/06/19/1697169/thumb.jpg,golc_thumb_2020_06_19_1697169,https://data.globe.gov/system/photos/2020/06/19/1697169/original.jpg,golc_2020_06_19_1697169
