OBJECTID,MapperId,MeasuredTime,siteName,elevation,MeasuredLatitude,MeasuredLongitude
348,23445,6/21/20 1:15,15RTN646971,18.700000760000002,29.78269958,-95.43489838
349,23446,6/21/20 1:16,15RTN646972,18.60000038,29.78280067,-95.43489838
350,23447,6/18/20 1:01,15RTN662977,6.1999998099999996,29.78779984,-95.41809845
351,23493,6/21/20 15:32,10TFP327799,1130.800049,44.06060028,-121.3430023
352,23545,6/21/20 16:08,16SDB942793,160.5,33.25350189,-87.061203
353,23546,6/21/20 16:09,16SDB942793,160.5,33.25350189,-87.061203
354,23547,6/21/20 16:20,16SDB939790,148.5,33.25,-87.06469727
355,23548,6/21/20 18:34,16SDB936788,136.8000031,33.24879837,-87.0687027
356,23557,6/19/20 23:41,14SQB103640,213.8000031,33.0943985,-96.74639893
357,23558,6/20/20 23:58,14SQB097641,217.8000031,33.09619904,-96.75250244
358,23559,6/21/20 0:02,14SQB093643,224.1000061,33.09719849,-96.75630188
359,23560,6/21/20 0:04,14SQB093643,224.1000061,33.09749985,-96.75640106
360,23561,6/21/20 0:23,14SQB101640,212.8999939,33.09479904,-96.748703
361,23588,6/22/20 17:49,14SPB710371,192,32.85879898,-97.17209625
362,23590,6/22/20 18:08,14SPB709369,193.6000061,32.85699844,-97.17259979
363,23589,6/22/20 17:58,14SPB709369,193.6000061,32.85699844,-97.17289734
364,23591,6/22/20 18:14,14SPB709369,193.6000061,32.85699844,-97.17259979
365,23611,6/22/20 23:37,14RPU058612,219.8999939,30.37899971,-97.89849854
366,24492,7/8/20 21:20,14RPU058612,219.8999939,30.37890053,-97.89859772
367,23609,6/22/20 22:25,14RPU059600,245.699997,30.36770058,-97.89790344
368,23612,6/22/20 23:41,14RPU058610,227.3999939,30.37709999,-97.89810181
369,23925,6/28/20 20:07,10SEG848283,108.9000015,37.29790115,-122.0429993
370,23625,6/23/20 0:27,15RTN662980,15.600000380000001,29.79120064,-95.41770172
371,23626,6/23/20 0:35,15RTN662976,15.30000019,29.78720093,-95.41819763
372,23628,6/23/20 1:05,15RTN662976,15.30000019,29.78689957,-95.41760254
373,23654,6/20/20 22:40,18SUJ052263,88.19999695,39.06430054,-77.25060272
374,23664,6/23/20 18:27,16SGC512408,308.8999939,33.77769852,-84.28710175
375,24127,7/1/20 21:20,18SWJ124116,1.60000002,38.95399857,-74.85679626
376,23695,6/23/20 23:39,18TWK493742,35.5,40.41770172,-74.41809845
377,23701,6/13/20 22:03,18TWK488748,36.29999924,40.42309952,-74.42379761
378,23706,6/23/20 23:06,11SLT928763,214,34.12229919,-118.1620026
379,24413,7/7/20 23:53,11SLT928763,214,34.12229919,-118.1622009
380,23723,6/23/20 0:09,10TFP318802,1141.5,44.06340027,-121.3531036
381,23725,6/23/20 20:06,16TDM014227,214.199997,41.75049973,-88.18589783
382,24961,7/14/20 20:13,16TDM014227,214.199997,41.75080109,-88.18589783
383,23727,6/23/20 20:52,16TDM019244,209.1000061,41.7655983,-88.17919922
384,24963,7/14/20 20:28,16TDM019244,209.1000061,41.76539993,-88.17910004
385,24406,7/4/20 18:49,14SQB110644,216.5,33.09809875,-96.73860168
386,24405,7/4/20 18:47,14SQB110644,216.5,33.09809875,-96.73870087
387,24407,7/4/20 18:50,14SQB110644,216.5,33.09790039,-96.73880005
388,24409,7/6/20 23:13,14SQB110644,216.5,33.09799957,-96.7385025
389,24411,7/6/20 23:17,14SQB110644,216.5,33.09790039,-96.73880005
390,24408,7/6/20 23:12,14SQB110644,216.5,33.09790039,-96.73870087
391,24410,7/6/20 23:15,14SQB110644,216.5,33.09799957,-96.73860168
392,22947,6/7/20 12:18,14RPU129675,288.1000061,30.43519974,-97.8234024
393,24018,6/30/20 19:44,16TDM128727,248.5,42.20190048,-88.05590057
394,24017,6/30/20 19:42,16TDM128727,248.5,42.20199966,-88.05609894
395,22957,6/7/20 23:50,15RTN511715,21.5,29.54910088,-95.56770325
396,22988,6/9/20 23:45,14RPU070593,237.8000031,30.36100006,-97.88619995
397,24841,7/17/20 20:40,14RPU070593,237.8000031,30.36090088,-97.88580322
398,24840,7/17/20 20:38,14RPU070593,237.8000031,30.36100006,-97.88629913
399,23195,6/16/20 17:17,14SQB064427,184.3999939,32.90359879,-96.79219818
400,22989,6/10/20 20:40,10TFP313801,1150.400024,44.0625,-121.3593979
401,22990,6/11/20 1:00,14RPU063610,233.3999939,30.37669945,-97.89350128
402,22991,6/11/20 1:09,14RPU063610,233.3999939,30.37689972,-97.89350128
403,23145,6/14/20 21:46,14RPU063610,233.3999939,30.37680054,-97.89289856
404,23313,6/17/20 17:52,16SGC511408,303,33.77759933,-84.28730011
405,23042,6/10/20 2:44,14SQB110641,211.3999939,33.09569931,-96.73899841
406,23259,6/17/20 2:53,14SQB110641,211.3999939,33.0951004,-96.73880005
407,23257,6/17/20 2:49,14SQB110641,211.3999939,33.09579849,-96.73889923
408,24086,6/29/20 1:46,14SQB110641,211.3999939,33.09560013,-96.73899841
409,24035,6/30/20 22:43,14SQB110641,211.3999939,33.09569931,-96.73880005
410,24034,6/30/20 22:41,14SQB110641,211.3999939,33.09519958,-96.73870087
411,24036,6/30/20 22:46,14SQB110641,211.3999939,33.0951004,-96.73880005
412,24375,7/7/20 20:44,14SQB110641,211.3999939,33.09560013,-96.73889923
413,24376,7/7/20 20:47,14SQB110641,211.3999939,33.09560013,-96.73880005
414,24379,7/7/20 20:40,14SQB110641,211.3999939,33.09560013,-96.73889923
415,24377,7/7/20 20:51,14SQB110641,211.3999939,33.09569931,-96.73889923
416,24378,7/7/20 20:54,14SQB110641,211.3999939,33.09569931,-96.73880005
417,24686,7/14/20 22:16,14SQB110641,211.3999939,33.09529877,-96.73880005
418,24688,7/14/20 22:22,14SQB110641,211.3999939,33.09540176,-96.73880005
419,24689,7/14/20 22:23,14SQB110641,211.3999939,33.09560013,-96.73899841
420,24685,7/14/20 22:12,14SQB110641,211.3999939,33.09560013,-96.73889923
421,24687,7/14/20 22:20,14SQB110641,211.3999939,33.09540176,-96.73889923
422,24690,7/14/20 22:25,14SQB110641,211.3999939,33.09550095,-96.73880005
423,25012,7/22/20 4:01,14SQB110641,211.3999939,33.09540176,-96.73899841
424,25014,7/22/20 4:09,14SQB110641,211.3999939,33.09550095,-96.73889923
425,25011,7/22/20 3:55,14SQB110641,211.3999939,33.09560013,-96.73889923
426,25013,7/22/20 4:04,14SQB110641,211.3999939,33.09540176,-96.73880005
427,25015,7/22/20 4:14,14SQB110641,211.3999939,33.09550095,-96.73889923
428,24037,6/30/20 22:32,14SQB110640,210.6000061,33.09479904,-96.73899841
429,23556,6/19/20 1:27,14SQB106637,208.699997,33.09159851,-96.74299622
430,23046,6/12/20 13:50,18SUJ058260,91,39.06209946,-77.24420166
431,23038,6/12/20 14:43,18SUJ052270,88.69999695,39.0705986,-77.25109863
432,23037,6/12/20 14:38,18SUJ052270,88.69999695,39.07099915,-77.25080109
433,23039,6/12/20 14:55,18SUJ057271,90.80000305,39.07210159,-77.24539948
434,23047,6/12/20 15:09,18SUJ056270,86.59999847,39.07099915,-77.24620056
435,23048,6/12/20 15:12,18SUJ056270,86.59999847,39.07089996,-77.2460022
436,23050,6/12/20 15:17,18SUJ057270,92.90000153,39.07089996,-77.24559784
437,23062,6/12/20 19:07,15RTP564430,46.70000076,30.19449997,-95.5298996
438,23085,6/13/20 18:01,10TFP319802,1144,44.06340027,-121.3526001
439,23083,6/13/20 17:59,10TFP319802,1144,44.06309891,-121.3524017
440,23086,6/13/20 18:02,10TFP319802,1144,44.06330109,-121.3526001
441,23087,6/13/20 18:03,10TFP319802,1144,44.06370163,-121.3526001
442,23381,6/18/20 23:09,10TFP319802,1144,44.06330109,-121.3526001
443,23382,6/18/20 23:10,10TFP319802,1144,44.06330109,-121.3526001
444,23378,6/18/20 22:49,10TFP319802,1144,44.06340027,-121.3528976
445,23379,6/18/20 22:53,10TFP319802,1144,44.06349945,-121.3526001
446,23443,6/20/20 19:42,10TFP319802,1144,44.0632019,-121.3522034
447,23779,6/24/20 19:10,10TFP319802,1144,44.06340027,-121.3529968
448,23778,6/24/20 19:06,10TFP319802,1144,44.0632019,-121.3523026
449,23780,6/24/20 19:14,10TFP319802,1144,44.0632019,-121.3523026
450,23777,6/24/20 19:01,10TFP319802,1144,44.06340027,-121.3526001
451,23781,6/24/20 19:15,10TFP319802,1144,44.06309891,-121.3524017
452,23861,6/28/20 1:44,10TFP319802,1144,44.06330109,-121.3524017
453,24081,6/30/20 3:28,10TFP319802,1144,44.06309891,-121.3523026
454,24397,7/6/20 21:28,10TFP319802,1144,44.06349945,-121.3527985
455,23173,6/15/20 19:03,16TDM005228,215.1000061,41.75130081,-88.19670105
456,23368,6/17/20 1:27,16TDM005228,215.1000061,41.75099945,-88.19670105
457,23366,6/17/20 1:16,16TDM005228,215.1000061,41.75099945,-88.19619751
458,23367,6/17/20 1:21,16TDM005228,215.1000061,41.75090027,-88.1964035
459,23369,6/17/20 1:33,16TDM005228,215.1000061,41.75099945,-88.19670105
460,23370,6/17/20 1:39,16TDM005228,215.1000061,41.75139999,-88.19609833
461,23090,6/14/20 0:04,10TET596745,66.09999847,47.62170029,-122.2062988
462,23439,6/20/20 16:56,19QFV955938,23,18.02449989,-67.15319824
463,23811,6/25/20 19:30,19QFV955938,23,18.02449989,-67.15319824
464,24004,6/30/20 18:18,19QFV955938,23,18.02449989,-67.1529007
465,24322,7/7/20 14:18,19QFV955938,23,18.02440071,-67.15309906
466,24677,7/14/20 20:44,19QFV955938,23,18.02449989,-67.15319824
467,23152,6/15/20 0:09,14RPU068529,257.2000122,30.30340004,-97.88870239
468,23171,6/15/20 23:18,14RPU068529,257.2000122,30.30369949,-97.88880157
469,25154,7/26/20 22:57,14RPU068529,257.2000122,30.30330086,-97.88870239
470,23153,6/15/20 0:32,14RPU070526,243.3000031,30.30130005,-97.88680267
471,23154,6/15/20 0:40,14RPU070526,243.3000031,30.30130005,-97.88680267
472,23174,6/15/20 21:44,18TWK290766,24.299999239999998,40.44020081,-74.65789795
473,23175,6/8/20 1:15,15RTN650972,17.89999962,29.78289986,-95.43029785
474,24262,6/10/20 15:25,17TLH212161,233.6000061,42.5768013,-83.17870331
475,23198,6/16/20 19:12,17TLH212161,233.6000061,42.57690048,-83.17810059
476,23363,6/16/20 15:34,16TDM013229,212.6000061,41.7521019,-88.18650055
477,23728,6/23/20 21:54,16TDM013229,212.6000061,41.7519989,-88.18669891
478,24325,6/30/20 19:49,16TDM013229,212.6000061,41.7521019,-88.1867981
479,24327,6/30/20 20:10,16TDM019243,207.1000061,41.76490021,-88.1792984
480,24328,6/30/20 20:22,16TDM019243,207.1000061,41.76480103,-88.17949677
481,24336,7/7/20 14:20,16TDM019243,207.1000061,41.76490021,-88.17919922
482,24337,7/7/20 14:25,16TDM019243,207.1000061,41.76509857,-88.17919922
483,24967,7/21/20 15:34,16TDM019243,207.1000061,41.76530075,-88.17960358
484,23136,6/14/20 15:00,16SGC512407,306.2999878,33.77719879,-84.28649902
485,23310,6/17/20 17:40,16SGC512407,306.2999878,33.77719879,-84.28730011
486,23312,6/17/20 17:49,16SGC511407,301.2999878,33.77730179,-84.28739929
487,23311,6/17/20 17:42,16SGC511407,301.2999878,33.77709961,-84.28749847
488,23663,6/23/20 18:23,16SGC511407,301.2999878,33.77750015,-84.28730011
489,22874,6/8/20 0:44,11SLT924782,213.6000061,34.13999939,-118.1664963
490,23248,6/17/20 0:39,11SLT924782,213.6000061,34.13999939,-118.1661987
491,22871,6/8/20 0:37,11SLT924783,214.1000061,34.14020157,-118.1664963
492,22870,6/8/20 0:25,11SLT924783,214.1000061,34.14009857,-118.1664963
493,23247,6/17/20 0:27,11SLT924783,214.1000061,34.14020157,-118.1663971
494,23238,6/17/20 0:15,11SLT924783,214.1000061,34.14020157,-118.1664963
495,23246,6/17/20 0:23,11SLT924783,214.1000061,34.14020157,-118.1664963
496,23707,6/23/20 23:29,11SLT924783,214.1000061,34.14020157,-118.1664963
497,23708,6/23/20 23:30,11SLT924783,214.1000061,34.14020157,-118.1664963
498,23709,6/23/20 23:36,11SLT924783,214.1000061,34.14020157,-118.1664963
499,23710,6/23/20 23:41,11SLT924783,214.1000061,34.14020157,-118.1664963
500,24070,6/30/20 23:21,11SLT924783,214.1000061,34.14020157,-118.1664963
501,24068,6/30/20 23:15,11SLT924783,214.1000061,34.14020157,-118.1664963
502,24071,6/30/20 23:22,11SLT924783,214.1000061,34.14020157,-118.1664963
503,24069,6/30/20 23:16,11SLT924783,214.1000061,34.14020157,-118.1664963
504,24072,6/30/20 23:26,11SLT924783,214.1000061,34.14009857,-118.1663971
505,24412,7/7/20 23:52,11SLT924783,214.1000061,34.14020157,-118.1666031
506,24414,7/7/20 23:56,11SLT924783,214.1000061,34.14020157,-118.1664963
507,24415,7/7/20 23:57,11SLT924783,214.1000061,34.14020157,-118.1664963
508,24747,7/14/20 23:55,11SLT924783,214.1000061,34.14020157,-118.1664963
509,25078,7/23/20 0:43,11SLT924783,214.1000061,34.14020157,-118.1664963
510,25075,7/23/20 0:34,11SLT924783,214.1000061,34.14020157,-118.1664963
511,25158,7/30/20 0:43,11SLT924783,214.1000061,34.14020157,-118.1664963
512,22851,6/6/20 13:01,14SQB125725,221.8000031,33.17089844,-96.72070313
513,24571,7/12/20 20:13,19QFV961942,22.200000760000002,18.02799988,-67.14720154
514,24896,7/19/20 18:34,19QFV955939,23.39999962,18.02479935,-67.15319824
515,24704,7/15/20 0:35,18TVN955018,365.2000122,42.4693985,-75.05439758
516,24748,7/15/20 0:01,11SLT925772,195.199997,34.13090134,-118.1651001
517,24749,7/15/20 0:04,11SLT923780,209.6000061,34.13759995,-118.1677017
518,24759,7/15/20 3:25,14RPU063528,255.199997,30.3022995,-97.89399719
519,24855,7/13/20 23:57,10TFP319801,1147.099976,44.06299973,-121.3522034
520,24892,7/19/20 15:41,18TVN957018,366.2000122,42.46910095,-75.05130005
521,24949,7/20/20 23:46,14RPU126671,277.8999939,30.4314003,-97.82700348
522,24947,7/20/20 23:38,14RPU126671,277.8999939,30.43160057,-97.8266983
523,24962,7/14/20 20:24,16TDM019241,210.6000061,41.76319885,-88.17910004
524,24964,7/14/20 20:30,16TDM017240,211.6000061,41.76200104,-88.18180084
525,24997,7/21/20 22:36,10SEG824297,144.3000031,37.31100082,-122.0690002
526,25000,7/13/20 13:34,16SGH196032,280,37.95040131,-84.50009918
527,25009,6/25/20 15:18,14RPU141680,273,30.43899918,-97.81099701
528,25077,7/23/20 0:40,11SLT925773,199.1000061,34.13119888,-118.1651001
529,25069,7/9/20 17:23,32UMA778542,144.3999939,50.14049911,8.69019985
530,25076,7/23/20 0:37,11SLT926771,198.1000061,34.12990189,-118.1641998
531,25102,7/10/20 16:06,32UMA776539,135,50.13710022,8.68789959
532,25103,7/10/20 16:09,32UMA775539,136.1000061,50.13779831,8.68550014
533,25139,7/14/20 22:47,18TWK492743,33.90000153,40.41790009,-74.41929626
534,25141,7/14/20 22:49,18TWK492743,33.90000153,40.41849899,-74.41999817
