OBJECTID,MapperId,MeasuredTime,siteName,elevation,MeasuredLatitude,MeasuredLongitude
120,24969,7/21/20 15:39,16TDM019243,207.1000061,41.76499939,-88.17990112
121,23092,6/14/20 2:49,11SLT926780,228.8999939,34.13790131,-118.1643982
122,23251,6/17/20 1:44,11SLT926780,228.8999939,34.13779831,-118.1643982
123,23252,6/17/20 1:59,11SLT926780,228.8999939,34.13779831,-118.1643982
124,23249,6/17/20 1:37,11SLT926780,228.8999939,34.13790131,-118.1643982
125,23250,6/17/20 1:40,11SLT926780,228.8999939,34.13779831,-118.1643982
126,23730,6/24/20 1:39,11SLT926780,228.8999939,34.13779831,-118.1643982
127,23729,6/24/20 1:35,11SLT926780,228.8999939,34.13769913,-118.1644974
128,23731,6/24/20 1:49,11SLT926780,228.8999939,34.13779831,-118.1643982
129,24744,7/8/20 1:51,11SLT926780,228.8999939,34.13790131,-118.1643982
130,24745,7/8/20 1:52,11SLT926780,228.8999939,34.13779831,-118.1643982
131,24743,7/8/20 1:50,11SLT926780,228.8999939,34.13779831,-118.1643982
132,24746,7/8/20 1:53,11SLT926780,228.8999939,34.13779831,-118.1643982
133,24760,7/15/20 2:45,11SLT926780,228.8999939,34.13779831,-118.164299
134,24750,7/15/20 2:24,11SLT926780,228.8999939,34.13790131,-118.164299
135,24753,7/15/20 2:56,11SLT926780,228.8999939,34.13779831,-118.1643982
136,25079,7/23/20 2:08,11SLT926780,228.8999939,34.13800049,-118.164299
137,25080,7/24/20 2:22,11SLT926780,228.8999939,34.13779831,-118.1643982
138,25081,7/24/20 2:28,11SLT926780,228.8999939,34.13779831,-118.1643982
139,22909,6/9/20 0:48,14RPU063527,259.3999939,30.30190086,-97.89379883
140,23156,6/15/20 0:58,14RPU063527,259.3999939,30.30200005,-97.89379883
141,23157,6/15/20 0:59,14RPU063527,259.3999939,30.30200005,-97.89379883
142,23743,6/22/20 22:20,14RPU063527,259.3999939,30.30209923,-97.89379883
143,23742,6/22/20 20:55,14RPU063527,259.3999939,30.30209923,-97.89379883
144,23739,6/22/20 1:09,14RPU063527,259.3999939,30.30220032,-97.89399719
145,23740,6/22/20 1:26,14RPU063527,259.3999939,30.30209923,-97.89389801
146,23741,6/22/20 1:28,14RPU063527,259.3999939,30.30209923,-97.89389801
147,23973,6/29/20 21:32,14RPU063527,259.3999939,30.30190086,-97.89369965
148,23972,6/29/20 20:41,14RPU063527,259.3999939,30.30209923,-97.89399719
149,24043,6/30/20 19:54,14RPU063527,259.3999939,30.30209923,-97.89389801
150,24044,6/30/20 20:10,14RPU063527,259.3999939,30.30209923,-97.89389801
151,24402,7/8/20 0:51,14RPU063527,259.3999939,30.30209923,-97.89409637
152,24401,7/8/20 0:50,14RPU063527,259.3999939,30.30209923,-97.89409637
153,24399,7/8/20 0:49,14RPU063527,259.3999939,30.30220032,-97.89399719
154,24403,7/8/20 0:52,14RPU063527,259.3999939,30.30220032,-97.89399719
155,24761,7/15/20 3:22,14RPU063527,259.3999939,30.30200005,-97.89369965
156,24756,7/15/20 3:23,14RPU063527,259.3999939,30.30209923,-97.89420319
157,24757,7/15/20 3:24,14RPU063527,259.3999939,30.30209923,-97.89360046
158,24758,7/15/20 3:25,14RPU063527,259.3999939,30.30220032,-97.89399719
159,25002,7/22/20 2:52,14RPU063527,259.3999939,30.30209923,-97.89399719
160,25001,7/22/20 2:51,14RPU063527,259.3999939,30.30209923,-97.89379883
161,25003,7/22/20 2:53,14RPU063527,259.3999939,30.30209923,-97.89399719
162,22868,6/7/20 22:20,14SQB109641,212.6000061,33.09550095,-96.73989868
163,23041,6/9/20 16:57,14SQB109641,212.6000061,33.09550095,-96.73930359
164,23261,6/17/20 2:57,14SQB109641,212.6000061,33.0951004,-96.73919678
165,23260,6/17/20 2:56,14SQB109641,212.6000061,33.09529877,-96.73950195
166,24033,6/30/20 22:39,14SQB109641,212.6000061,33.09560013,-96.73950195
167,24387,7/7/20 23:03,18TVN955019,371.5,42.47000122,-75.0542984
168,24386,7/7/20 23:02,18TVN955019,371.5,42.47000122,-75.0542984
169,24388,7/7/20 23:05,18TVN955019,371.5,42.46979904,-75.05419922
170,24890,7/15/20 0:38,18TVN955019,371.5,42.4695015,-75.05410004
171,24702,7/15/20 0:25,18TVN955019,371.5,42.46989822,-75.05449677
172,24703,7/15/20 0:27,18TVN955019,371.5,42.46989822,-75.05449677
173,24706,7/15/20 0:36,18TVN955019,371.5,42.46989822,-75.05390167
174,24701,7/15/20 0:24,18TVN955019,371.5,42.46960068,-75.05449677
175,24891,7/19/20 15:40,18TVN955019,371.5,42.46960068,-75.05460358
176,23176,6/10/20 1:15,15RTN649971,18.10000038,29.7826004,-95.4312973
177,23177,6/16/20 1:03,15RTN649971,18.10000038,29.78249931,-95.4312973
178,23178,6/16/20 1:04,15RTN649971,18.10000038,29.78249931,-95.43109894
179,23241,6/17/20 0:52,15RTN649971,18.10000038,29.78210068,-95.43119812
180,23803,6/25/20 0:37,15RTN649971,18.10000038,29.7826004,-95.4312973
181,24059,7/1/20 0:56,15RTN649971,18.10000038,29.78240013,-95.4312973
182,25145,7/29/20 3:33,15RTN649971,18.10000038,29.78199959,-95.43099976
183,25144,7/29/20 3:26,15RTN649971,18.10000038,29.78199959,-95.43099976
184,25149,7/29/20 3:39,15RTN649971,18.10000038,29.78199959,-95.43099976
185,22890,6/8/20 0:21,14SPB710369,191.699997,32.85739899,-97.17250061
186,23586,6/22/20 17:45,14SPB710369,191.699997,32.85749817,-97.17240143
187,22880,6/8/20 14:56,14RPU126672,284.2000122,30.4321003,-97.82679749
188,22881,6/8/20 15:00,14RPU126672,284.2000122,30.4321003,-97.82679749
189,22882,6/8/20 15:01,14RPU126672,284.2000122,30.4321003,-97.82679749
190,22884,6/8/20 15:12,14RPU126672,284.2000122,30.43169975,-97.82659912
191,22885,6/8/20 15:13,14RPU126672,284.2000122,30.43180084,-97.82659912
192,22921,6/9/20 15:02,14RPU126672,284.2000122,30.43219948,-97.82679749
193,22919,6/9/20 14:56,14RPU126672,284.2000122,30.43169975,-97.82649994
194,22923,6/9/20 15:03,14RPU126672,284.2000122,30.4321003,-97.82679749
195,22920,6/9/20 14:57,14RPU126672,284.2000122,30.43169975,-97.82649994
196,22926,6/9/20 15:59,14RPU126672,284.2000122,30.4321003,-97.82679749
197,23065,6/13/20 16:11,14RPU126672,284.2000122,30.43190002,-97.82659912
198,23068,6/13/20 16:15,14RPU126672,284.2000122,30.43199921,-97.82659912
199,23067,6/13/20 16:12,14RPU126672,284.2000122,30.43230057,-97.8266983
200,23064,6/13/20 16:07,14RPU126672,284.2000122,30.43169975,-97.8266983
201,23063,6/13/20 16:06,14RPU126672,284.2000122,30.4321003,-97.8266983
202,23280,6/17/20 14:22,14RPU126672,284.2000122,30.43219948,-97.82679749
203,23283,6/17/20 14:33,14RPU126672,284.2000122,30.43180084,-97.8266983
204,23284,6/17/20 14:34,14RPU126672,284.2000122,30.43169975,-97.82659912
205,23281,6/17/20 14:23,14RPU126672,284.2000122,30.4321003,-97.82679749
206,23279,6/17/20 14:21,14RPU126672,284.2000122,30.4321003,-97.82689667
207,23505,6/21/20 16:03,14RPU126672,284.2000122,30.4321003,-97.82679749
208,23502,6/21/20 16:01,14RPU126672,284.2000122,30.43219948,-97.82679749
209,23511,6/21/20 16:14,14RPU126672,284.2000122,30.43219948,-97.82679749
210,23513,6/21/20 16:15,14RPU126672,284.2000122,30.43169975,-97.8266983
211,23504,6/21/20 16:02,14RPU126672,284.2000122,30.43219948,-97.8266983
212,23771,6/24/20 14:43,14RPU126672,284.2000122,30.43219948,-97.82679749
213,23773,6/24/20 14:52,14RPU126672,284.2000122,30.43169975,-97.82659912
214,23769,6/24/20 14:40,14RPU126672,284.2000122,30.4321003,-97.82679749
215,23770,6/24/20 14:41,14RPU126672,284.2000122,30.43219948,-97.82679749
216,23772,6/24/20 14:51,14RPU126672,284.2000122,30.43180084,-97.8266983
217,23844,6/27/20 16:53,14RPU126672,284.2000122,30.43219948,-97.82679749
218,23845,6/27/20 16:54,14RPU126672,284.2000122,30.4321003,-97.82689667
219,23842,6/27/20 16:41,14RPU126672,284.2000122,30.43190002,-97.82679749
220,23843,6/27/20 16:42,14RPU126672,284.2000122,30.43169975,-97.8266983
221,23846,6/27/20 16:55,14RPU126672,284.2000122,30.43230057,-97.82679749
222,24047,7/1/20 0:25,14RPU126672,284.2000122,30.43219948,-97.82679749
223,24045,7/1/20 0:23,14RPU126672,284.2000122,30.43199921,-97.82679749
224,24046,7/1/20 0:24,14RPU126672,284.2000122,30.43219948,-97.82679749
225,24048,7/1/20 0:35,14RPU126672,284.2000122,30.43180084,-97.8266983
226,24049,7/1/20 0:36,14RPU126672,284.2000122,30.43180084,-97.8266983
227,24183,7/4/20 23:52,14RPU126672,284.2000122,30.43199921,-97.82679749
228,24185,7/4/20 23:54,14RPU126672,284.2000122,30.43199921,-97.82679749
229,24184,7/4/20 23:53,14RPU126672,284.2000122,30.43199921,-97.82679749
230,24186,7/4/20 23:59,14RPU126672,284.2000122,30.43199921,-97.82679749
231,24187,7/5/20 0:00,14RPU126672,284.2000122,30.43199921,-97.82679749
232,24383,7/7/20 22:59,14RPU126672,284.2000122,30.43199921,-97.82679749
233,24384,7/7/20 23:00,14RPU126672,284.2000122,30.43199921,-97.82679749
234,24382,7/7/20 22:53,14RPU126672,284.2000122,30.43199921,-97.82679749
235,24381,7/7/20 22:52,14RPU126672,284.2000122,30.43199921,-97.82679749
236,24380,7/7/20 22:51,14RPU126672,284.2000122,30.43199921,-97.82679749
237,24648,7/14/20 1:39,14RPU126672,284.2000122,30.43199921,-97.82700348
238,24649,7/14/20 1:40,14RPU126672,284.2000122,30.43199921,-97.82700348
239,24646,7/14/20 1:35,14RPU126672,284.2000122,30.43199921,-97.82700348
240,24647,7/14/20 1:36,14RPU126672,284.2000122,30.43199921,-97.82700348
241,24645,7/14/20 1:34,14RPU126672,284.2000122,30.43199921,-97.82700348
242,24712,7/15/20 1:31,14RPU126672,284.2000122,30.43199921,-97.82700348
243,24710,7/15/20 1:27,14RPU126672,284.2000122,30.43199921,-97.82700348
244,24711,7/15/20 1:30,14RPU126672,284.2000122,30.43199921,-97.82700348
245,24713,7/15/20 1:32,14RPU126672,284.2000122,30.43199921,-97.82700348
246,24709,7/15/20 1:26,14RPU126672,284.2000122,30.43199921,-97.82700348
247,24946,7/20/20 23:37,14RPU126672,284.2000122,30.43169975,-97.82710266
248,22894,6/8/20 16:24,18STG650518,101.5999985,37.4836998,-77.6576004
249,24182,7/4/20 15:18,18STG650518,101.5999985,37.48360062,-77.65769958
250,22896,6/8/20 17:08,18SUJ056259,96.09999847,39.06129837,-77.24629974
251,22903,6/8/20 20:10,17TKF768828,211.8999939,41.36640167,-83.6678009
252,22908,6/8/20 23:43,14RPU069527,252.199997,30.30170059,-97.88780212
253,23155,6/15/20 0:43,14RPU069527,252.199997,30.30209923,-97.88819885
254,23172,6/15/20 23:19,14RPU069527,252.199997,30.30139923,-97.88770294
255,25156,7/26/20 23:24,14RPU069527,252.199997,30.30170059,-97.88809967
256,22911,6/8/20 20:30,15RTP566429,46.5,30.19389915,-95.52739716
257,22912,6/8/20 20:52,15RTP568424,47.09999847,30.18959999,-95.52500153
258,22925,6/9/20 15:45,19QFV954938,16.700000760000002,18.02449989,-67.15339661
259,22924,6/9/20 15:08,19QFV954938,16.700000760000002,18.02449989,-67.15350342
260,23137,6/14/20 15:37,19QFV954938,16.700000760000002,18.02420044,-67.15329742
261,23138,6/14/20 15:42,19QFV954938,16.700000760000002,18.02449989,-67.15339661
262,23139,6/14/20 15:54,19QFV954938,16.700000760000002,18.02440071,-67.15370178
263,23141,6/14/20 16:08,19QFV954938,16.700000760000002,18.02449989,-67.15350342
264,23140,6/14/20 16:05,19QFV954938,16.700000760000002,18.02440071,-67.15350342
265,23438,6/20/20 16:45,19QFV954938,16.700000760000002,18.02449989,-67.15329742
266,23441,6/20/20 17:11,19QFV954938,16.700000760000002,18.02449989,-67.15350342
267,23442,6/20/20 17:15,19QFV954938,16.700000760000002,18.02449989,-67.15339661
268,23440,6/20/20 17:07,19QFV954938,16.700000760000002,18.02440071,-67.1536026
269,23665,6/23/20 18:45,19QFV954938,16.700000760000002,18.02429962,-67.15339661
270,23667,6/23/20 19:44,19QFV954938,16.700000760000002,18.02449989,-67.15339661
271,24002,6/30/20 18:08,19QFV954938,16.700000760000002,18.02440071,-67.15399933
272,24003,6/30/20 18:12,19QFV954938,16.700000760000002,18.02449989,-67.15339661
273,24010,6/30/20 18:39,19QFV954938,16.700000760000002,18.02440071,-67.15350342
274,24320,7/7/20 14:08,19QFV954938,16.700000760000002,18.02449989,-67.15350342
275,24359,7/7/20 17:34,19QFV954938,16.700000760000002,18.02440071,-67.1536026
276,24358,7/7/20 17:04,19QFV954938,16.700000760000002,18.02440071,-67.15350342
277,24369,7/7/20 18:53,19QFV954938,16.700000760000002,18.02449989,-67.15339661
278,24323,7/7/20 14:23,19QFV954938,16.700000760000002,18.02449989,-67.15339661
279,24680,7/14/20 21:13,19QFV954938,16.700000760000002,18.02449989,-67.15329742
280,24714,7/14/20 20:58,19QFV954938,16.700000760000002,18.02470016,-67.15339661
281,24715,7/14/20 21:24,19QFV954938,16.700000760000002,18.02440071,-67.15329742
282,24679,7/14/20 20:55,19QFV954938,16.700000760000002,18.02449989,-67.15339661
283,24678,7/14/20 20:51,19QFV954938,16.700000760000002,18.02449989,-67.15339661
284,24895,7/19/20 18:10,19QFV954938,16.700000760000002,18.02440071,-67.15329742
285,24980,7/21/20 19:49,19QFV954938,16.700000760000002,18.02429962,-67.15409851
286,24976,7/21/20 18:59,19QFV954938,16.700000760000002,18.02440071,-67.15390015
287,24977,7/21/20 19:03,19QFV954938,16.700000760000002,18.02440071,-67.15390015
288,24978,7/21/20 19:19,19QFV954938,16.700000760000002,18.02429962,-67.15390015
289,24975,7/21/20 18:56,19QFV954938,16.700000760000002,18.02429962,-67.15390015
290,24979,7/21/20 19:28,19QFV954938,16.700000760000002,18.02429962,-67.15339661
291,25053,7/23/20 18:59,19QFV954938,16.700000760000002,18.02459908,-67.15409851
292,24260,6/9/20 18:55,17TLH219158,225.3999939,42.57419968,-83.16929626
293,23864,6/28/20 2:52,10TET718750,181.8000031,47.62509918,-122.0434036
294,23866,6/28/20 2:55,10TET718750,181.8000031,47.62509918,-122.0434036
295,23865,6/28/20 2:54,10TET718750,181.8000031,47.62509918,-122.0432968
296,24277,7/6/20 3:32,10TET718750,181.8000031,47.62509918,-122.043602
297,22942,6/9/20 21:46,14SQB110644,216.5,33.09820175,-96.73860168
298,23147,6/14/20 21:38,14SQB110644,216.5,33.09799957,-96.73870087
299,23148,6/14/20 21:57,14SQB110644,216.5,33.09809875,-96.73860168
300,24090,6/30/20 21:39,14SQB110644,216.5,33.09799957,-96.73870087
301,24087,6/30/20 21:36,14SQB110644,216.5,33.09799957,-96.73870087
302,24089,6/30/20 21:38,14SQB110644,216.5,33.09799957,-96.7385025
303,23269,6/17/20 0:11,18TWK301767,15.30000019,40.44079971,-74.6446991
304,24061,7/1/20 1:16,15RTN650970,18.39999962,29.78179932,-95.42990112
305,24066,7/1/20 1:17,15RTN650970,18.39999962,29.78190041,-95.43009949
306,23240,6/16/20 1:27,15RTN651970,17.5,29.78190041,-95.42890167
307,24062,7/1/20 1:16,15RTN651970,17.5,29.78190041,-95.42980194
308,23242,6/17/20 1:03,15RTN648972,18.799999239999998,29.78339958,-95.43260193
309,23244,6/17/20 1:25,15RTN649970,18.89999962,29.78190041,-95.43090057
310,23454,6/21/20 1:30,15RTN649970,18.89999962,29.78179932,-95.43180084
311,24543,7/11/20 1:05,15RTN649970,18.89999962,29.78179932,-95.4312973
312,23256,6/16/20 23:43,15RTN523713,23.39999962,29.54719925,-95.55529785
313,23258,6/17/20 2:51,14SQB110642,213.6000061,33.09619904,-96.73899841
314,23271,6/17/20 3:20,10SEG841288,123.9000015,37.30270004,-122.0509033
315,24067,7/1/20 1:46,10SEG841288,123.9000015,37.30270004,-122.0510025
316,24395,7/8/20 0:10,10SEG841288,123.9000015,37.30270004,-122.0509033
317,24762,7/13/20 22:25,10SEG841288,123.9000015,37.30270004,-122.0510025
318,25017,7/21/20 18:31,10SEG841288,123.9000015,37.30260086,-122.0510025
319,25157,7/28/20 22:25,10SEG841288,123.9000015,37.30250168,-122.0509033
320,23272,6/13/20 22:35,14RPU069598,246.8000031,30.36569977,-97.88739777
321,23316,6/17/20 20:16,14RPU062611,232.3000031,30.37739944,-97.89459991
322,23610,6/22/20 22:33,14RPU057597,247.6000061,30.36520004,-97.89929962
323,23273,6/16/20 0:37,14RPU067596,238,30.3640995,-97.88929749
324,23285,6/16/20 20:50,18SUJ060260,87.80000305,39.06159973,-77.24150085
325,23303,6/11/20 16:04,14SQB127721,224.8000031,33.16749954,-96.71880341
326,23301,6/11/20 16:02,14SQB127721,224.8000031,33.16749954,-96.71880341
327,23302,6/11/20 16:03,14SQB127721,224.8000031,33.16740036,-96.71880341
328,23304,6/11/20 16:05,14SQB127721,224.8000031,33.16749954,-96.71880341
329,23796,6/21/20 20:51,14SQB127721,224.8000031,33.16759872,-96.71890259
330,24821,7/11/20 23:37,14SQB127721,224.8000031,33.16759872,-96.71890259
331,24818,7/11/20 23:32,14SQB127721,224.8000031,33.16759872,-96.71890259
332,24817,7/11/20 23:31,14SQB127721,224.8000031,33.16759872,-96.71890259
333,24820,7/11/20 23:35,14SQB127721,224.8000031,33.16759872,-96.71890259
334,24826,7/16/20 13:15,14SQB127721,224.8000031,33.16759872,-96.71890259
335,24957,7/21/20 14:50,14SQB127721,224.8000031,33.16740036,-96.71880341
336,23305,6/13/20 14:34,14SQB129726,227.5,33.17179871,-96.71589661
337,23317,6/8/20 15:49,16SGH196033,271,37.95080185,-84.50039673
338,23324,6/18/20 0:20,10SEG842302,101.199997,37.31489944,-122.049202
339,23325,6/18/20 0:37,10SEG845293,106.199997,37.30720139,-122.0460968
340,24550,7/11/20 23:22,10SEG845293,106.199997,37.30699921,-122.0460968
341,23364,6/16/20 16:21,16TDM018243,208,41.76480103,-88.18109894
342,23365,6/16/20 16:35,16TDM020241,209,41.76330185,-88.17780304
343,23726,6/23/20 20:41,16TDM020241,209,41.76350021,-88.17839813
344,24335,7/7/20 14:15,16TDM020241,209,41.76309967,-88.17780304
345,23371,6/18/20 17:32,16TDM127724,247.3000031,42.1996994,-88.05740356
346,23372,6/18/20 17:38,16TDM126724,247.8000031,42.1996994,-88.05819702
347,23377,6/18/20 22:52,18SUJ057259,87.09999847,39.06060028,-77.24549866
