OBJECTID,landcoversNorthClassifications,thumbUrl,DownloadThumbPicture,NorthOriginalUrl,DownloadOriginalPicture
310,"50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680446/thumb.jpg,golc_thumb_2020_06_12_1680446,https://data.globe.gov/system/photos/2020/06/12/1680446/original.jpg,golc_2020_06_12_1680446
311,null,https://data.globe.gov/system/photos/2020/06/13/1682261/thumb.jpg,golc_thumb_2020_06_13_1682261,https://data.globe.gov/system/photos/2020/06/13/1682261/original.jpg,golc_2020_06_13_1682261
312,null,https://data.globe.gov/system/photos/2020/06/13/1682267/thumb.jpg,golc_thumb_2020_06_13_1682267,https://data.globe.gov/system/photos/2020/06/13/1682267/original.jpg,golc_2020_06_13_1682267
313,null,https://data.globe.gov/system/photos/2020/06/13/1682273/thumb.jpg,golc_thumb_2020_06_13_1682273,https://data.globe.gov/system/photos/2020/06/13/1682273/original.jpg,golc_2020_06_13_1682273
314,null,https://data.globe.gov/system/photos/2020/06/13/1682279/thumb.jpg,golc_thumb_2020_06_13_1682279,https://data.globe.gov/system/photos/2020/06/13/1682279/original.jpg,golc_2020_06_13_1682279
315,null,https://data.globe.gov/system/photos/2020/06/15/1689337/thumb.jpg,golc_thumb_2020_06_15_1689337,https://data.globe.gov/system/photos/2020/06/15/1689337/original.jpg,golc_2020_06_15_1689337
316,null,https://data.globe.gov/system/photos/2020/06/17/1692214/thumb.jpg,golc_thumb_2020_06_17_1692214,https://data.globe.gov/system/photos/2020/06/17/1692214/original.jpg,golc_2020_06_17_1692214
317,null,https://data.globe.gov/system/photos/2020/06/13/1682285/thumb.jpg,golc_thumb_2020_06_13_1682285,https://data.globe.gov/system/photos/2020/06/13/1682285/original.jpg,golc_2020_06_13_1682285
318,null,https://data.globe.gov/system/photos/2020/06/13/1682291/thumb.jpg,golc_thumb_2020_06_13_1682291,https://data.globe.gov/system/photos/2020/06/13/1682291/original.jpg,golc_2020_06_13_1682291
319,null,https://data.globe.gov/system/photos/2020/06/13/1682426/thumb.jpg,golc_thumb_2020_06_13_1682426,https://data.globe.gov/system/photos/2020/06/13/1682426/original.jpg,golc_2020_06_13_1682426
320,null,https://data.globe.gov/system/photos/2020/06/13/1682432/thumb.jpg,golc_thumb_2020_06_13_1682432,https://data.globe.gov/system/photos/2020/06/13/1682432/original.jpg,golc_2020_06_13_1682432
321,null,https://data.globe.gov/system/photos/2020/06/13/1682641/thumb.jpg,golc_thumb_2020_06_13_1682641,https://data.globe.gov/system/photos/2020/06/13/1682641/original.jpg,golc_2020_06_13_1682641
322,null,https://data.globe.gov/system/photos/2020/06/13/1682654/thumb.jpg,golc_thumb_2020_06_13_1682654,https://data.globe.gov/system/photos/2020/06/13/1682654/original.jpg,golc_2020_06_13_1682654
323,null,https://data.globe.gov/system/photos/2020/06/13/1682675/thumb.jpg,golc_thumb_2020_06_13_1682675,https://data.globe.gov/system/photos/2020/06/13/1682675/original.jpg,golc_2020_06_13_1682675
324,null,https://data.globe.gov/system/photos/2020/06/13/1682681/thumb.jpg,golc_thumb_2020_06_13_1682681,https://data.globe.gov/system/photos/2020/06/13/1682681/original.jpg,golc_2020_06_13_1682681
325,null,https://data.globe.gov/system/photos/2020/06/13/1682721/thumb.jpg,golc_thumb_2020_06_13_1682721,https://data.globe.gov/system/photos/2020/06/13/1682721/original.jpg,golc_2020_06_13_1682721
326,null,https://data.globe.gov/system/photos/2020/06/13/1682733/thumb.jpg,golc_thumb_2020_06_13_1682733,https://data.globe.gov/system/photos/2020/06/13/1682733/original.jpg,golc_2020_06_13_1682733
327,null,https://data.globe.gov/system/photos/2020/06/13/1682750/thumb.jpg,golc_thumb_2020_06_13_1682750,https://data.globe.gov/system/photos/2020/06/13/1682750/original.jpg,golc_2020_06_13_1682750
328,null,https://data.globe.gov/system/photos/2020/06/13/1682767/thumb.jpg,golc_thumb_2020_06_13_1682767,https://data.globe.gov/system/photos/2020/06/13/1682767/original.jpg,golc_2020_06_13_1682767
329,null,https://data.globe.gov/system/photos/2020/06/13/1682773/thumb.jpg,golc_thumb_2020_06_13_1682773,https://data.globe.gov/system/photos/2020/06/13/1682773/original.jpg,golc_2020_06_13_1682773
330,null,https://data.globe.gov/system/photos/2020/06/13/1682785/thumb.jpg,golc_thumb_2020_06_13_1682785,https://data.globe.gov/system/photos/2020/06/13/1682785/original.jpg,golc_2020_06_13_1682785
331,null,https://data.globe.gov/system/photos/2020/06/13/1682809/thumb.jpg,golc_thumb_2020_06_13_1682809,https://data.globe.gov/system/photos/2020/06/13/1682809/original.jpg,golc_2020_06_13_1682809
332,null,https://data.globe.gov/system/photos/2020/06/13/1682846/thumb.jpg,golc_thumb_2020_06_13_1682846,https://data.globe.gov/system/photos/2020/06/13/1682846/original.jpg,golc_2020_06_13_1682846
333,null,https://data.globe.gov/system/photos/2020/06/13/1682858/thumb.jpg,golc_thumb_2020_06_13_1682858,https://data.globe.gov/system/photos/2020/06/13/1682858/original.jpg,golc_2020_06_13_1682858
334,null,https://data.globe.gov/system/photos/2020/06/13/1682867/thumb.jpg,golc_thumb_2020_06_13_1682867,https://data.globe.gov/system/photos/2020/06/13/1682867/original.jpg,golc_2020_06_13_1682867
335,null,https://data.globe.gov/system/photos/2020/06/24/1712413/thumb.jpg,golc_thumb_2020_06_24_1712413,https://data.globe.gov/system/photos/2020/06/24/1712413/original.jpg,golc_2020_06_24_1712413
336,null,https://data.globe.gov/system/photos/2020/06/13/1683033/thumb.jpg,golc_thumb_2020_06_13_1683033,https://data.globe.gov/system/photos/2020/06/13/1683033/original.jpg,golc_2020_06_13_1683033
337,null,https://data.globe.gov/system/photos/2020/06/13/1683045/thumb.jpg,golc_thumb_2020_06_13_1683045,https://data.globe.gov/system/photos/2020/06/13/1683045/original.jpg,golc_2020_06_13_1683045
338,null,https://data.globe.gov/system/photos/2020/06/13/1683051/thumb.jpg,golc_thumb_2020_06_13_1683051,https://data.globe.gov/system/photos/2020/06/13/1683051/original.jpg,golc_2020_06_13_1683051
339,null,https://data.globe.gov/system/photos/2020/06/13/1683057/thumb.jpg,golc_thumb_2020_06_13_1683057,https://data.globe.gov/system/photos/2020/06/13/1683057/original.jpg,golc_2020_06_13_1683057
340,null,https://data.globe.gov/system/photos/2020/06/13/1683063/thumb.jpg,golc_thumb_2020_06_13_1683063,https://data.globe.gov/system/photos/2020/06/13/1683063/original.jpg,golc_2020_06_13_1683063
341,null,https://data.globe.gov/system/photos/2020/06/13/1683069/thumb.jpg,golc_thumb_2020_06_13_1683069,https://data.globe.gov/system/photos/2020/06/13/1683069/original.jpg,golc_2020_06_13_1683069
342,"80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683249/thumb.jpg,golc_thumb_2020_06_13_1683249,https://data.globe.gov/system/photos/2020/06/13/1683249/original.jpg,golc_2020_06_13_1683249
343,null,https://data.globe.gov/system/photos/2020/06/13/1706399/thumb.jpg,golc_thumb_2020_06_13_1706399,https://data.globe.gov/system/photos/2020/06/13/1706399/original.jpg,golc_2020_06_13_1706399
344,"40% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683243/thumb.jpg,golc_thumb_2020_06_13_1683243,https://data.globe.gov/system/photos/2020/06/13/1683243/original.jpg,golc_2020_06_13_1683243
345,"40% MUC 92 [Urban, Commercial Property]",https://data.globe.gov/system/photos/2020/06/13/1683256/thumb.jpg,golc_thumb_2020_06_13_1683256,https://data.globe.gov/system/photos/2020/06/13/1683256/original.jpg,golc_2020_06_13_1683256
346,"30% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683269/thumb.jpg,golc_thumb_2020_06_13_1683269,https://data.globe.gov/system/photos/2020/06/13/1683269/original.jpg,golc_2020_06_13_1683269
347,"80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683287/thumb.jpg,golc_thumb_2020_06_13_1683287,https://data.globe.gov/system/photos/2020/06/13/1683287/original.jpg,golc_2020_06_13_1683287
348,"70% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683305/thumb.jpg,golc_thumb_2020_06_13_1683305,https://data.globe.gov/system/photos/2020/06/13/1683305/original.jpg,golc_2020_06_13_1683305
349,"70% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/13/1683311/thumb.jpg,golc_thumb_2020_06_13_1683311,https://data.globe.gov/system/photos/2020/06/13/1683311/original.jpg,golc_2020_06_13_1683311
350,"80% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1683322/thumb.jpg,golc_thumb_2020_06_13_1683322,https://data.globe.gov/system/photos/2020/06/13/1683322/original.jpg,golc_2020_06_13_1683322
351,"70% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683328/thumb.jpg,golc_thumb_2020_06_13_1683328,https://data.globe.gov/system/photos/2020/06/13/1683328/original.jpg,golc_2020_06_13_1683328
352,"30% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683334/thumb.jpg,golc_thumb_2020_06_13_1683334,https://data.globe.gov/system/photos/2020/06/13/1683334/original.jpg,golc_2020_06_13_1683334
353,"30% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1710191/thumb.jpg,golc_thumb_2020_06_14_1710191,https://data.globe.gov/system/photos/2020/06/14/1710191/original.jpg,golc_2020_06_14_1710191
354,"80% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 81 (4) [Cultivated, Other Agriculture]",https://data.globe.gov/system/photos/2020/06/13/1683566/thumb.jpg,golc_thumb_2020_06_13_1683566,https://data.globe.gov/system/photos/2020/06/13/1683566/original.jpg,golc_2020_06_13_1683566
355,"10% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/14/1683605/thumb.jpg,golc_thumb_2020_06_14_1683605,https://data.globe.gov/system/photos/2020/06/14/1683605/original.jpg,golc_2020_06_14_1683605
356,null,https://data.globe.gov/system/photos/2020/06/14/1685152/thumb.jpg,golc_thumb_2020_06_14_1685152,https://data.globe.gov/system/photos/2020/06/14/1685152/original.jpg,golc_2020_06_14_1685152
357,null,https://data.globe.gov/system/photos/2020/06/14/1685181/thumb.jpg,golc_thumb_2020_06_14_1685181,https://data.globe.gov/system/photos/2020/06/14/1685181/original.jpg,golc_2020_06_14_1685181
358,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685182/thumb.jpg,golc_thumb_2020_06_14_1685182,https://data.globe.gov/system/photos/2020/06/14/1685182/original.jpg,golc_2020_06_14_1685182
359,null,https://data.globe.gov/system/photos/2020/07/14/1760876/thumb.jpg,golc_thumb_2020_07_14_1760876,https://data.globe.gov/system/photos/2020/07/14/1760876/original.jpg,golc_2020_07_14_1760876
360,"50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685238/thumb.jpg,golc_thumb_2020_06_14_1685238,https://data.globe.gov/system/photos/2020/06/14/1685238/original.jpg,golc_2020_06_14_1685238
361,"50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685253/thumb.jpg,golc_thumb_2020_06_14_1685253,https://data.globe.gov/system/photos/2020/06/14/1685253/original.jpg,golc_2020_06_14_1685253
362,"50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685716/thumb.jpg,golc_thumb_2020_06_14_1685716,https://data.globe.gov/system/photos/2020/06/14/1685716/original.jpg,golc_2020_06_14_1685716
363,null,https://data.globe.gov/system/photos/2020/06/14/1685442/thumb.jpg,golc_thumb_2020_06_14_1685442,https://data.globe.gov/system/photos/2020/06/14/1685442/original.jpg,golc_2020_06_14_1685442
364,null,https://data.globe.gov/system/photos/2020/06/14/1685467/thumb.jpg,golc_thumb_2020_06_14_1685467,https://data.globe.gov/system/photos/2020/06/14/1685467/original.jpg,golc_2020_06_14_1685467
365,null,https://data.globe.gov/system/photos/2020/06/14/1685473/thumb.jpg,golc_thumb_2020_06_14_1685473,https://data.globe.gov/system/photos/2020/06/14/1685473/original.jpg,golc_2020_06_14_1685473
366,"100% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685722/thumb.jpg,golc_thumb_2020_06_14_1685722,https://data.globe.gov/system/photos/2020/06/14/1685722/original.jpg,golc_2020_06_14_1685722
367,"50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685734/thumb.jpg,golc_thumb_2020_06_14_1685734,https://data.globe.gov/system/photos/2020/06/14/1685734/original.jpg,golc_2020_06_14_1685734
368,"70% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 50% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685740/thumb.jpg,golc_thumb_2020_06_14_1685740,https://data.globe.gov/system/photos/2020/06/14/1685740/original.jpg,golc_2020_06_14_1685740
369,"50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 92 [Urban, Commercial Property]; 30% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/14/1685746/thumb.jpg,golc_thumb_2020_06_14_1685746,https://data.globe.gov/system/photos/2020/06/14/1685746/original.jpg,golc_2020_06_14_1685746
370,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685752/thumb.jpg,golc_thumb_2020_06_14_1685752,https://data.globe.gov/system/photos/2020/06/14/1685752/original.jpg,golc_2020_06_14_1685752
371,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/14/1685764/thumb.jpg,golc_thumb_2020_06_14_1685764,https://data.globe.gov/system/photos/2020/06/14/1685764/original.jpg,golc_2020_06_14_1685764
372,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 60% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/14/1685770/thumb.jpg,golc_thumb_2020_06_14_1685770,https://data.globe.gov/system/photos/2020/06/14/1685770/original.jpg,golc_2020_06_14_1685770
373,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 80% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 50% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685776/thumb.jpg,golc_thumb_2020_06_14_1685776,https://data.globe.gov/system/photos/2020/06/14/1685776/original.jpg,golc_2020_06_14_1685776
374,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]; 20% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/14/1685803/thumb.jpg,golc_thumb_2020_06_14_1685803,https://data.globe.gov/system/photos/2020/06/14/1685803/original.jpg,golc_2020_06_14_1685803
375,"70% MUC 93 [Urban, Roads and Parking]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (c) [Shrubs, Closely Spaced, Short Evergreen]",https://data.globe.gov/system/photos/2020/06/14/1686331/thumb.jpg,golc_thumb_2020_06_14_1686331,https://data.globe.gov/system/photos/2020/06/14/1686331/original.jpg,golc_2020_06_14_1686331
376,null,https://data.globe.gov/system/photos/2020/06/14/1686011/thumb.jpg,golc_thumb_2020_06_14_1686011,https://data.globe.gov/system/photos/2020/06/14/1686011/original.jpg,golc_2020_06_14_1686011
377,null,https://data.globe.gov/system/photos/2020/06/14/1686051/thumb.jpg,golc_thumb_2020_06_14_1686051,https://data.globe.gov/system/photos/2020/06/14/1686051/original.jpg,golc_2020_06_14_1686051
378,null,https://data.globe.gov/system/photos/2020/06/14/1686045/thumb.jpg,golc_thumb_2020_06_14_1686045,https://data.globe.gov/system/photos/2020/06/14/1686045/original.jpg,golc_2020_06_14_1686045
379,null,https://data.globe.gov/system/photos/2020/06/14/1686057/thumb.jpg,golc_thumb_2020_06_14_1686057,https://data.globe.gov/system/photos/2020/06/14/1686057/original.jpg,golc_2020_06_14_1686057
380,null,https://data.globe.gov/system/photos/2020/06/17/1692279/thumb.jpg,golc_thumb_2020_06_17_1692279,https://data.globe.gov/system/photos/2020/06/17/1692279/original.jpg,golc_2020_06_17_1692279
381,"70% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]; 40% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 10% MUC 53 [Barren, Bare Rock]; 30% MUC 56 [Barren, Dirt/Other]; 10% MUC 42 [Herbaceous/Grassland, Medium Grass]; 10% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]",https://data.globe.gov/system/photos/2020/07/08/1742731/thumb.jpg,golc_thumb_2020_07_08_1742731,https://data.globe.gov/system/photos/2020/07/08/1742731/original.jpg,golc_2020_07_08_1742731
382,"10% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 71 [Open Water, Freshwater]; 10% MUC 53 [Barren, Bare Rock]; 20% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]",https://data.globe.gov/system/photos/2020/07/21/1782652/thumb.jpg,golc_thumb_2020_07_21_1782652,https://data.globe.gov/system/photos/2020/07/21/1782652/original.jpg,golc_2020_07_21_1782652
383,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 40% MUC 64 [Wetlands, In Freshwater Lake or Pond (Lacustrine)]; 30% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]",https://data.globe.gov/system/photos/2020/07/26/1799936/thumb.jpg,golc_thumb_2020_07_26_1799936,https://data.globe.gov/system/photos/2020/07/26/1799936/original.jpg,golc_2020_07_26_1799936
384,null,https://data.globe.gov/system/photos/2020/06/15/1687534/thumb.jpg,golc_thumb_2020_06_15_1687534,https://data.globe.gov/system/photos/2020/06/15/1687534/original.jpg,golc_2020_06_15_1687534
385,null,https://data.globe.gov/system/photos/2020/06/15/1687562/thumb.jpg,golc_thumb_2020_06_15_1687562,https://data.globe.gov/system/photos/2020/06/15/1687562/original.jpg,golc_2020_06_15_1687562
386,null,https://data.globe.gov/system/photos/2020/06/15/1687754/thumb.jpg,golc_thumb_2020_06_15_1687754,https://data.globe.gov/system/photos/2020/06/15/1687754/original.jpg,golc_2020_06_15_1687754
387,null,https://data.globe.gov/system/photos/2020/06/15/1687800/thumb.jpg,golc_thumb_2020_06_15_1687800,https://data.globe.gov/system/photos/2020/06/15/1687800/original.jpg,golc_2020_06_15_1687800
388,null,https://data.globe.gov/system/photos/2020/06/15/1687833/thumb.jpg,golc_thumb_2020_06_15_1687833,https://data.globe.gov/system/photos/2020/06/15/1687833/original.jpg,golc_2020_06_15_1687833
389,null,https://data.globe.gov/system/photos/2020/06/15/1687874/thumb.jpg,golc_thumb_2020_06_15_1687874,https://data.globe.gov/system/photos/2020/06/15/1687874/original.jpg,golc_2020_06_15_1687874
390,null,https://data.globe.gov/system/photos/2020/06/15/1687880/thumb.jpg,golc_thumb_2020_06_15_1687880,https://data.globe.gov/system/photos/2020/06/15/1687880/original.jpg,golc_2020_06_15_1687880
391,null,https://data.globe.gov/system/photos/2020/06/14/1688680/thumb.jpg,golc_thumb_2020_06_14_1688680,https://data.globe.gov/system/photos/2020/06/14/1688680/original.jpg,golc_2020_06_14_1688680
392,null,https://data.globe.gov/system/photos/2020/06/14/1688689/thumb.jpg,golc_thumb_2020_06_14_1688689,https://data.globe.gov/system/photos/2020/06/14/1688689/original.jpg,golc_2020_06_14_1688689
393,null,https://data.globe.gov/system/photos/2020/06/14/1688699/thumb.jpg,golc_thumb_2020_06_14_1688699,https://data.globe.gov/system/photos/2020/06/14/1688699/original.jpg,golc_2020_06_14_1688699
394,"40% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/13/1688156/thumb.jpg,golc_thumb_2020_06_13_1688156,https://data.globe.gov/system/photos/2020/06/13/1688156/original.jpg,golc_2020_06_13_1688156
395,"90% MUC 93 [Urban, Roads and Parking]; 90% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1688164/thumb.jpg,golc_thumb_2020_06_13_1688164,https://data.globe.gov/system/photos/2020/06/13/1688164/original.jpg,golc_2020_06_13_1688164
396,"10% MUC 92 [Urban, Commercial Property]; 90% MUC 93 [Urban, Roads and Parking]; 20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1688172/thumb.jpg,golc_thumb_2020_06_13_1688172,https://data.globe.gov/system/photos/2020/06/13/1688172/original.jpg,golc_2020_06_13_1688172
397,"80% MUC 92 [Urban, Commercial Property]; 20% MUC 33 (l) [Shrubs, Loosely Spaced, Short Extremely Dry]",https://data.globe.gov/system/photos/2020/06/13/1688180/thumb.jpg,golc_thumb_2020_06_13_1688180,https://data.globe.gov/system/photos/2020/06/13/1688180/original.jpg,golc_2020_06_13_1688180
398,"30% MUC 93 [Urban, Roads and Parking]; 70% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]; 90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1688189/thumb.jpg,golc_thumb_2020_06_13_1688189,https://data.globe.gov/system/photos/2020/06/13/1688189/original.jpg,golc_2020_06_13_1688189
399,null,https://data.globe.gov/system/photos/2020/06/14/1688715/thumb.jpg,golc_thumb_2020_06_14_1688715,https://data.globe.gov/system/photos/2020/06/14/1688715/original.jpg,golc_2020_06_14_1688715
400,"50% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1688196/thumb.jpg,golc_thumb_2020_06_13_1688196,https://data.globe.gov/system/photos/2020/06/13/1688196/original.jpg,golc_2020_06_13_1688196
401,"90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 53 [Barren, Bare Rock]; 70% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/13/1688205/thumb.jpg,golc_thumb_2020_06_13_1688205,https://data.globe.gov/system/photos/2020/06/13/1688205/original.jpg,golc_2020_06_13_1688205
402,"40% MUC 93 [Urban, Roads and Parking]; 80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 60% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]",https://data.globe.gov/system/photos/2020/06/13/1688214/thumb.jpg,golc_thumb_2020_06_13_1688214,https://data.globe.gov/system/photos/2020/06/13/1688214/original.jpg,golc_2020_06_13_1688214
403,"70% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 21 (l) [Shrubs, Loosely Spaced, Tall Evergreen]; 60% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/15/1688572/thumb.jpg,golc_thumb_2020_06_15_1688572,https://data.globe.gov/system/photos/2020/06/15/1688572/original.jpg,golc_2020_06_15_1688572
404,"20% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/15/1688533/thumb.jpg,golc_thumb_2020_06_15_1688533,https://data.globe.gov/system/photos/2020/06/15/1688533/original.jpg,golc_2020_06_15_1688533
