OBJECTID,landcoversNorthClassifications,thumbUrl,DownloadThumbPicture,NorthOriginalUrl,DownloadOriginalPicture
532,null,https://data.globe.gov/system/photos/2020/06/15/1688794/thumb.jpg,golc_thumb_2020_06_15_1688794,https://data.globe.gov/system/photos/2020/06/15/1688794/original.jpg,golc_2020_06_15_1688794
533,null,https://data.globe.gov/system/photos/2020/06/15/1688835/thumb.jpg,golc_thumb_2020_06_15_1688835,https://data.globe.gov/system/photos/2020/06/15/1688835/original.jpg,golc_2020_06_15_1688835
534,null,https://data.globe.gov/system/photos/2020/06/15/1688841/thumb.jpg,golc_thumb_2020_06_15_1688841,https://data.globe.gov/system/photos/2020/06/15/1688841/original.jpg,golc_2020_06_15_1688841
535,null,https://data.globe.gov/system/photos/2020/06/15/1688847/thumb.jpg,golc_thumb_2020_06_15_1688847,https://data.globe.gov/system/photos/2020/06/15/1688847/original.jpg,golc_2020_06_15_1688847
536,null,https://data.globe.gov/system/photos/2020/06/15/1688853/thumb.jpg,golc_thumb_2020_06_15_1688853,https://data.globe.gov/system/photos/2020/06/15/1688853/original.jpg,golc_2020_06_15_1688853
537,null,https://data.globe.gov/system/photos/2020/06/16/1689244/thumb.jpg,golc_thumb_2020_06_16_1689244,https://data.globe.gov/system/photos/2020/06/16/1689244/original.jpg,golc_2020_06_16_1689244
538,null,https://data.globe.gov/system/photos/2020/06/16/1689268/thumb.jpg,golc_thumb_2020_06_16_1689268,https://data.globe.gov/system/photos/2020/06/16/1689268/original.jpg,golc_2020_06_16_1689268
539,null,https://data.globe.gov/system/photos/2020/06/16/1689274/thumb.jpg,golc_thumb_2020_06_16_1689274,https://data.globe.gov/system/photos/2020/06/16/1689274/original.jpg,golc_2020_06_16_1689274
540,null,https://data.globe.gov/system/photos/2020/06/15/1689285/thumb.jpg,golc_thumb_2020_06_15_1689285,https://data.globe.gov/system/photos/2020/06/15/1689285/original.jpg,golc_2020_06_15_1689285
541,null,https://data.globe.gov/system/photos/2020/06/16/1689293/thumb.jpg,golc_thumb_2020_06_16_1689293,https://data.globe.gov/system/photos/2020/06/16/1689293/original.jpg,golc_2020_06_16_1689293
542,null,https://data.globe.gov/system/photos/2020/06/15/1689307/thumb.jpg,golc_thumb_2020_06_15_1689307,https://data.globe.gov/system/photos/2020/06/15/1689307/original.jpg,golc_2020_06_15_1689307
543,null,https://data.globe.gov/system/photos/2020/06/15/1689319/thumb.jpg,golc_thumb_2020_06_15_1689319,https://data.globe.gov/system/photos/2020/06/15/1689319/original.jpg,golc_2020_06_15_1689319
544,null,https://data.globe.gov/system/photos/2020/06/15/1689325/thumb.jpg,golc_thumb_2020_06_15_1689325,https://data.globe.gov/system/photos/2020/06/15/1689325/original.jpg,golc_2020_06_15_1689325
545,null,https://data.globe.gov/system/photos/2020/06/15/1689331/thumb.jpg,golc_thumb_2020_06_15_1689331,https://data.globe.gov/system/photos/2020/06/15/1689331/original.jpg,golc_2020_06_15_1689331
546,null,https://data.globe.gov/system/photos/2020/06/16/1689342/thumb.jpg,golc_thumb_2020_06_16_1689342,https://data.globe.gov/system/photos/2020/06/16/1689342/original.jpg,golc_2020_06_16_1689342
547,null,https://data.globe.gov/system/photos/2020/06/16/1689407/thumb.jpg,golc_thumb_2020_06_16_1689407,https://data.globe.gov/system/photos/2020/06/16/1689407/original.jpg,golc_2020_06_16_1689407
548,"30% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/25/1722613/thumb.jpg,golc_thumb_2020_06_25_1722613,https://data.globe.gov/system/photos/2020/06/25/1722613/original.jpg,golc_2020_06_25_1722613
549,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 31 (c) [Shrubs, Closely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691813/thumb.jpg,golc_thumb_2020_06_13_1691813,https://data.globe.gov/system/photos/2020/06/13/1691813/original.jpg,golc_2020_06_13_1691813
550,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (c) [Shrubs, Closely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 90% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691806/thumb.jpg,golc_thumb_2020_06_13_1691806,https://data.globe.gov/system/photos/2020/06/13/1691806/original.jpg,golc_2020_06_13_1691806
551,"10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691824/thumb.jpg,golc_thumb_2020_06_13_1691824,https://data.globe.gov/system/photos/2020/06/13/1691824/original.jpg,golc_2020_06_13_1691824
552,null,https://data.globe.gov/system/photos/2020/06/16/1691111/thumb.jpg,golc_thumb_2020_06_16_1691111,https://data.globe.gov/system/photos/2020/06/16/1691111/original.jpg,golc_2020_06_16_1691111
553,null,https://data.globe.gov/system/photos/2020/06/16/1691117/thumb.jpg,golc_thumb_2020_06_16_1691117,https://data.globe.gov/system/photos/2020/06/16/1691117/original.jpg,golc_2020_06_16_1691117
554,null,https://data.globe.gov/system/photos/2020/06/16/1691123/thumb.jpg,golc_thumb_2020_06_16_1691123,https://data.globe.gov/system/photos/2020/06/16/1691123/original.jpg,golc_2020_06_16_1691123
555,null,https://data.globe.gov/system/photos/2020/06/16/1691130/thumb.jpg,golc_thumb_2020_06_16_1691130,https://data.globe.gov/system/photos/2020/06/16/1691130/original.jpg,golc_2020_06_16_1691130
556,null,https://data.globe.gov/system/photos/2020/06/16/1691136/thumb.jpg,golc_thumb_2020_06_16_1691136,https://data.globe.gov/system/photos/2020/06/16/1691136/original.jpg,golc_2020_06_16_1691136
557,null,https://data.globe.gov/system/photos/2020/06/16/1691298/thumb.jpg,golc_thumb_2020_06_16_1691298,https://data.globe.gov/system/photos/2020/06/16/1691298/original.jpg,golc_2020_06_16_1691298
558,null,https://data.globe.gov/system/photos/2020/06/16/1691304/thumb.jpg,golc_thumb_2020_06_16_1691304,https://data.globe.gov/system/photos/2020/06/16/1691304/original.jpg,golc_2020_06_16_1691304
559,null,https://data.globe.gov/system/photos/2020/06/16/1691348/thumb.jpg,golc_thumb_2020_06_16_1691348,https://data.globe.gov/system/photos/2020/06/16/1691348/original.jpg,golc_2020_06_16_1691348
560,null,https://data.globe.gov/system/photos/2020/06/16/1691360/thumb.jpg,golc_thumb_2020_06_16_1691360,https://data.globe.gov/system/photos/2020/06/16/1691360/original.jpg,golc_2020_06_16_1691360
561,null,https://data.globe.gov/system/photos/2020/06/16/1691366/thumb.jpg,golc_thumb_2020_06_16_1691366,https://data.globe.gov/system/photos/2020/06/16/1691366/original.jpg,golc_2020_06_16_1691366
562,null,https://data.globe.gov/system/photos/2020/06/16/1691373/thumb.jpg,golc_thumb_2020_06_16_1691373,https://data.globe.gov/system/photos/2020/06/16/1691373/original.jpg,golc_2020_06_16_1691373
563,null,https://data.globe.gov/system/photos/2020/06/16/1691399/thumb.jpg,golc_thumb_2020_06_16_1691399,https://data.globe.gov/system/photos/2020/06/16/1691399/original.jpg,golc_2020_06_16_1691399
564,"10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691891/thumb.jpg,golc_thumb_2020_06_13_1691891,https://data.globe.gov/system/photos/2020/06/13/1691891/original.jpg,golc_2020_06_13_1691891
565,null,https://data.globe.gov/system/photos/2020/06/16/1691442/thumb.jpg,golc_thumb_2020_06_16_1691442,https://data.globe.gov/system/photos/2020/06/16/1691442/original.jpg,golc_2020_06_16_1691442
566,"40% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1691717/thumb.jpg,golc_thumb_2020_06_16_1691717,https://data.globe.gov/system/photos/2020/06/16/1691717/original.jpg,golc_2020_06_16_1691717
567,"50% MUC 71 [Open Water, Freshwater]; 20% MUC 53 [Barren, Bare Rock]; 30% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/16/1691723/thumb.jpg,golc_thumb_2020_06_16_1691723,https://data.globe.gov/system/photos/2020/06/16/1691723/original.jpg,golc_2020_06_16_1691723
568,"60% MUC 93 [Urban, Roads and Parking]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/16/1691729/thumb.jpg,golc_thumb_2020_06_16_1691729,https://data.globe.gov/system/photos/2020/06/16/1691729/original.jpg,golc_2020_06_16_1691729
569,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 90% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691879/thumb.jpg,golc_thumb_2020_06_13_1691879,https://data.globe.gov/system/photos/2020/06/13/1691879/original.jpg,golc_2020_06_13_1691879
570,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691885/thumb.jpg,golc_thumb_2020_06_13_1691885,https://data.globe.gov/system/photos/2020/06/13/1691885/original.jpg,golc_2020_06_13_1691885
571,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692076/thumb.jpg,golc_thumb_2020_06_16_1692076,https://data.globe.gov/system/photos/2020/06/16/1692076/original.jpg,golc_2020_06_16_1692076
572,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1692904/thumb.jpg,golc_thumb_2020_06_16_1692904,https://data.globe.gov/system/photos/2020/06/16/1692904/original.jpg,golc_2020_06_16_1692904
573,"10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692013/thumb.jpg,golc_thumb_2020_06_16_1692013,https://data.globe.gov/system/photos/2020/06/16/1692013/original.jpg,golc_2020_06_16_1692013
574,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692019/thumb.jpg,golc_thumb_2020_06_16_1692019,https://data.globe.gov/system/photos/2020/06/16/1692019/original.jpg,golc_2020_06_16_1692019
575,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692033/thumb.jpg,golc_thumb_2020_06_16_1692033,https://data.globe.gov/system/photos/2020/06/16/1692033/original.jpg,golc_2020_06_16_1692033
576,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",rejected,null,rejected,null
577,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692051/thumb.jpg,golc_thumb_2020_06_16_1692051,https://data.globe.gov/system/photos/2020/06/16/1692051/original.jpg,golc_2020_06_16_1692051
578,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692061/thumb.jpg,golc_thumb_2020_06_16_1692061,https://data.globe.gov/system/photos/2020/06/16/1692061/original.jpg,golc_2020_06_16_1692061
579,null,https://data.globe.gov/system/photos/2020/06/16/1692178/thumb.jpg,golc_thumb_2020_06_16_1692178,https://data.globe.gov/system/photos/2020/06/16/1692178/original.jpg,golc_2020_06_16_1692178
580,null,https://data.globe.gov/system/photos/2020/06/16/1692196/thumb.jpg,golc_thumb_2020_06_16_1692196,https://data.globe.gov/system/photos/2020/06/16/1692196/original.jpg,golc_2020_06_16_1692196
581,null,https://data.globe.gov/system/photos/2020/06/17/1692220/thumb.jpg,golc_thumb_2020_06_17_1692220,https://data.globe.gov/system/photos/2020/06/17/1692220/original.jpg,golc_2020_06_17_1692220
582,null,https://data.globe.gov/system/photos/2020/06/17/1692226/thumb.jpg,golc_thumb_2020_06_17_1692226,https://data.globe.gov/system/photos/2020/06/17/1692226/original.jpg,golc_2020_06_17_1692226
583,null,https://data.globe.gov/system/photos/2020/06/17/1692234/thumb.jpg,golc_thumb_2020_06_17_1692234,https://data.globe.gov/system/photos/2020/06/17/1692234/original.jpg,golc_2020_06_17_1692234
584,null,https://data.globe.gov/system/photos/2020/06/17/1692255/thumb.jpg,golc_thumb_2020_06_17_1692255,https://data.globe.gov/system/photos/2020/06/17/1692255/original.jpg,golc_2020_06_17_1692255
585,null,https://data.globe.gov/system/photos/2020/06/16/1692293/thumb.jpg,golc_thumb_2020_06_16_1692293,https://data.globe.gov/system/photos/2020/06/16/1692293/original.jpg,golc_2020_06_16_1692293
586,null,https://data.globe.gov/system/photos/2020/06/17/1692330/thumb.jpg,golc_thumb_2020_06_17_1692330,https://data.globe.gov/system/photos/2020/06/17/1692330/original.jpg,golc_2020_06_17_1692330
587,null,https://data.globe.gov/system/photos/2020/06/17/1692336/thumb.jpg,golc_thumb_2020_06_17_1692336,https://data.globe.gov/system/photos/2020/06/17/1692336/original.jpg,golc_2020_06_17_1692336
588,null,https://data.globe.gov/system/photos/2020/06/14/1692349/thumb.jpg,golc_thumb_2020_06_14_1692349,https://data.globe.gov/system/photos/2020/06/14/1692349/original.jpg,golc_2020_06_14_1692349
589,null,https://data.globe.gov/system/photos/2020/06/14/1692356/thumb.jpg,golc_thumb_2020_06_14_1692356,https://data.globe.gov/system/photos/2020/06/14/1692356/original.jpg,golc_2020_06_14_1692356
590,null,https://data.globe.gov/system/photos/2020/06/14/1692362/thumb.jpg,golc_thumb_2020_06_14_1692362,https://data.globe.gov/system/photos/2020/06/14/1692362/original.jpg,golc_2020_06_14_1692362
591,null,https://data.globe.gov/system/photos/2020/06/14/1692636/thumb.jpg,golc_thumb_2020_06_14_1692636,https://data.globe.gov/system/photos/2020/06/14/1692636/original.jpg,golc_2020_06_14_1692636
592,null,https://data.globe.gov/system/photos/2020/06/14/1692373/thumb.jpg,golc_thumb_2020_06_14_1692373,https://data.globe.gov/system/photos/2020/06/14/1692373/original.jpg,golc_2020_06_14_1692373
593,null,https://data.globe.gov/system/photos/2020/06/14/1692463/thumb.jpg,golc_thumb_2020_06_14_1692463,https://data.globe.gov/system/photos/2020/06/14/1692463/original.jpg,golc_2020_06_14_1692463
594,null,https://data.globe.gov/system/photos/2020/06/14/1692470/thumb.jpg,golc_thumb_2020_06_14_1692470,https://data.globe.gov/system/photos/2020/06/14/1692470/original.jpg,golc_2020_06_14_1692470
595,null,https://data.globe.gov/system/photos/2020/06/14/1692481/thumb.jpg,golc_thumb_2020_06_14_1692481,https://data.globe.gov/system/photos/2020/06/14/1692481/original.jpg,golc_2020_06_14_1692481
596,null,https://data.globe.gov/system/photos/2020/06/14/1692570/thumb.jpg,golc_thumb_2020_06_14_1692570,https://data.globe.gov/system/photos/2020/06/14/1692570/original.jpg,golc_2020_06_14_1692570
597,null,https://data.globe.gov/system/photos/2020/06/14/1692576/thumb.jpg,golc_thumb_2020_06_14_1692576,https://data.globe.gov/system/photos/2020/06/14/1692576/original.jpg,golc_2020_06_14_1692576
598,null,https://data.globe.gov/system/photos/2020/06/14/1692582/thumb.jpg,golc_thumb_2020_06_14_1692582,https://data.globe.gov/system/photos/2020/06/14/1692582/original.jpg,golc_2020_06_14_1692582
599,null,https://data.globe.gov/system/photos/2020/06/14/1692588/thumb.jpg,golc_thumb_2020_06_14_1692588,https://data.globe.gov/system/photos/2020/06/14/1692588/original.jpg,golc_2020_06_14_1692588
600,null,https://data.globe.gov/system/photos/2020/06/14/1692599/thumb.jpg,golc_thumb_2020_06_14_1692599,https://data.globe.gov/system/photos/2020/06/14/1692599/original.jpg,golc_2020_06_14_1692599
601,null,https://data.globe.gov/system/photos/2020/06/14/1692612/thumb.jpg,golc_thumb_2020_06_14_1692612,https://data.globe.gov/system/photos/2020/06/14/1692612/original.jpg,golc_2020_06_14_1692612
602,null,https://data.globe.gov/system/photos/2020/06/14/1692618/thumb.jpg,golc_thumb_2020_06_14_1692618,https://data.globe.gov/system/photos/2020/06/14/1692618/original.jpg,golc_2020_06_14_1692618
603,null,https://data.globe.gov/system/photos/2020/06/14/1692624/thumb.jpg,golc_thumb_2020_06_14_1692624,https://data.globe.gov/system/photos/2020/06/14/1692624/original.jpg,golc_2020_06_14_1692624
604,null,https://data.globe.gov/system/photos/2020/06/14/1692630/thumb.jpg,golc_thumb_2020_06_14_1692630,https://data.globe.gov/system/photos/2020/06/14/1692630/original.jpg,golc_2020_06_14_1692630
605,null,https://data.globe.gov/system/photos/2020/07/14/1757815/thumb.jpg,golc_thumb_2020_07_14_1757815,https://data.globe.gov/system/photos/2020/07/14/1757815/original.jpg,golc_2020_07_14_1757815
606,null,https://data.globe.gov/system/photos/2020/06/17/1692669/thumb.jpg,golc_thumb_2020_06_17_1692669,https://data.globe.gov/system/photos/2020/06/17/1692669/original.jpg,golc_2020_06_17_1692669
607,null,https://data.globe.gov/system/photos/2020/06/16/1692780/thumb.jpg,golc_thumb_2020_06_16_1692780,https://data.globe.gov/system/photos/2020/06/16/1692780/original.jpg,golc_2020_06_16_1692780
608,null,https://data.globe.gov/system/photos/2020/06/16/1692786/thumb.jpg,golc_thumb_2020_06_16_1692786,https://data.globe.gov/system/photos/2020/06/16/1692786/original.jpg,golc_2020_06_16_1692786
609,null,https://data.globe.gov/system/photos/2020/06/16/1692792/thumb.jpg,golc_thumb_2020_06_16_1692792,https://data.globe.gov/system/photos/2020/06/16/1692792/original.jpg,golc_2020_06_16_1692792
610,null,https://data.globe.gov/system/photos/2020/06/16/1692798/thumb.jpg,golc_thumb_2020_06_16_1692798,https://data.globe.gov/system/photos/2020/06/16/1692798/original.jpg,golc_2020_06_16_1692798
611,null,https://data.globe.gov/system/photos/2020/06/16/1692804/thumb.jpg,golc_thumb_2020_06_16_1692804,https://data.globe.gov/system/photos/2020/06/16/1692804/original.jpg,golc_2020_06_16_1692804
612,null,https://data.globe.gov/system/photos/2020/06/16/1692810/thumb.jpg,golc_thumb_2020_06_16_1692810,https://data.globe.gov/system/photos/2020/06/16/1692810/original.jpg,golc_2020_06_16_1692810
613,null,https://data.globe.gov/system/photos/2020/06/16/1692816/thumb.jpg,golc_thumb_2020_06_16_1692816,https://data.globe.gov/system/photos/2020/06/16/1692816/original.jpg,golc_2020_06_16_1692816
614,null,https://data.globe.gov/system/photos/2020/06/17/1692822/thumb.jpg,golc_thumb_2020_06_17_1692822,https://data.globe.gov/system/photos/2020/06/17/1692822/original.jpg,golc_2020_06_17_1692822
615,"40% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 56 [Barren, Dirt/Other]; 40% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1692911/thumb.jpg,golc_thumb_2020_06_16_1692911,https://data.globe.gov/system/photos/2020/06/16/1692911/original.jpg,golc_2020_06_16_1692911
616,"50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 31 (c) [Shrubs, Closely Spaced, Short Evergreen]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1692917/thumb.jpg,golc_thumb_2020_06_16_1692917,https://data.globe.gov/system/photos/2020/06/16/1692917/original.jpg,golc_2020_06_16_1692917
617,null,https://data.globe.gov/system/photos/2020/06/13/1692956/thumb.jpg,golc_thumb_2020_06_13_1692956,https://data.globe.gov/system/photos/2020/06/13/1692956/original.jpg,golc_2020_06_13_1692956
618,null,https://data.globe.gov/system/photos/2020/06/13/1692965/thumb.jpg,golc_thumb_2020_06_13_1692965,https://data.globe.gov/system/photos/2020/06/13/1692965/original.jpg,golc_2020_06_13_1692965
619,null,https://data.globe.gov/system/photos/2020/06/13/1692971/thumb.jpg,golc_thumb_2020_06_13_1692971,https://data.globe.gov/system/photos/2020/06/13/1692971/original.jpg,golc_2020_06_13_1692971
620,null,https://data.globe.gov/system/photos/2020/07/13/1782052/thumb.jpg,golc_thumb_2020_07_13_1782052,https://data.globe.gov/system/photos/2020/07/13/1782052/original.jpg,golc_2020_07_13_1782052
621,null,https://data.globe.gov/system/photos/2020/06/14/1692976/thumb.jpg,golc_thumb_2020_06_14_1692976,https://data.globe.gov/system/photos/2020/06/14/1692976/original.jpg,golc_2020_06_14_1692976
622,null,https://data.globe.gov/system/photos/2020/06/14/1692983/thumb.jpg,golc_thumb_2020_06_14_1692983,https://data.globe.gov/system/photos/2020/06/14/1692983/original.jpg,golc_2020_06_14_1692983
623,null,https://data.globe.gov/system/photos/2020/06/14/1692989/thumb.jpg,golc_thumb_2020_06_14_1692989,https://data.globe.gov/system/photos/2020/06/14/1692989/original.jpg,golc_2020_06_14_1692989
624,null,https://data.globe.gov/system/photos/2020/06/16/1692997/thumb.jpg,golc_thumb_2020_06_16_1692997,https://data.globe.gov/system/photos/2020/06/16/1692997/original.jpg,golc_2020_06_16_1692997
625,null,https://data.globe.gov/system/photos/2020/06/16/1693003/thumb.jpg,golc_thumb_2020_06_16_1693003,https://data.globe.gov/system/photos/2020/06/16/1693003/original.jpg,golc_2020_06_16_1693003
626,"50% MUC 93 [Urban, Roads and Parking]; 90% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]",https://data.globe.gov/system/photos/2020/06/13/1693146/thumb.jpg,golc_thumb_2020_06_13_1693146,https://data.globe.gov/system/photos/2020/06/13/1693146/original.jpg,golc_2020_06_13_1693146
627,"90% MUC 93 [Urban, Roads and Parking]; 80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693152/thumb.jpg,golc_thumb_2020_06_13_1693152,https://data.globe.gov/system/photos/2020/06/13/1693152/original.jpg,golc_2020_06_13_1693152
628,"70% MUC 93 [Urban, Roads and Parking]; 80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693180/thumb.jpg,golc_thumb_2020_06_13_1693180,https://data.globe.gov/system/photos/2020/06/13/1693180/original.jpg,golc_2020_06_13_1693180
629,"50% MUC 93 [Urban, Roads and Parking]; 60% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/13/1693186/thumb.jpg,golc_thumb_2020_06_13_1693186,https://data.globe.gov/system/photos/2020/06/13/1693186/original.jpg,golc_2020_06_13_1693186
630,"20% MUC 94 [Urban, Other]; 80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1693198/thumb.jpg,golc_thumb_2020_06_13_1693198,https://data.globe.gov/system/photos/2020/06/13/1693198/original.jpg,golc_2020_06_13_1693198
631,"80% MUC 56 [Barren, Dirt/Other]; 90% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693214/thumb.jpg,golc_thumb_2020_06_13_1693214,https://data.globe.gov/system/photos/2020/06/13/1693214/original.jpg,golc_2020_06_13_1693214
632,"30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]; 70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693220/thumb.jpg,golc_thumb_2020_06_13_1693220,https://data.globe.gov/system/photos/2020/06/13/1693220/original.jpg,golc_2020_06_13_1693220
