OBJECTID,landcoversSouthClassifications,thumbUrl,DownloadThumbPicture,SouthOriginalUrl,DownloadOriginalPicture
291,null,https://data.globe.gov/system/photos/2020/07/21/1782777/thumb.jpg,golc_thumb_2020_07_21_1782777,https://data.globe.gov/system/photos/2020/07/21/1782777/original.jpg,golc_2020_07_21_1782777
292,null,https://data.globe.gov/system/photos/2020/06/11/1678482/thumb.jpg,golc_thumb_2020_06_11_1678482,https://data.globe.gov/system/photos/2020/06/11/1678482/original.jpg,golc_2020_06_11_1678482
293,null,https://data.globe.gov/system/photos/2020/06/12/1678530/thumb.jpg,golc_thumb_2020_06_12_1678530,https://data.globe.gov/system/photos/2020/06/12/1678530/original.jpg,golc_2020_06_12_1678530
294,null,https://data.globe.gov/system/photos/2020/06/12/1678536/thumb.jpg,golc_thumb_2020_06_12_1678536,https://data.globe.gov/system/photos/2020/06/12/1678536/original.jpg,golc_2020_06_12_1678536
295,null,https://data.globe.gov/system/photos/2020/06/12/1678552/thumb.jpg,golc_thumb_2020_06_12_1678552,https://data.globe.gov/system/photos/2020/06/12/1678552/original.jpg,golc_2020_06_12_1678552
296,"30% MUC 94 [Urban, Other]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/11/1678808/thumb.jpg,golc_thumb_2020_06_11_1678808,https://data.globe.gov/system/photos/2020/06/11/1678808/original.jpg,golc_2020_06_11_1678808
297,"80% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 33 (c) [Shrubs, Closely Spaced, Short Extremely Dry]; 50% MUC 52 [Barren, Sandy]",https://data.globe.gov/system/photos/2020/06/11/1678820/thumb.jpg,golc_thumb_2020_06_11_1678820,https://data.globe.gov/system/photos/2020/06/11/1678820/original.jpg,golc_2020_06_11_1678820
298,null,https://data.globe.gov/system/photos/2020/06/14/1685431/thumb.jpg,golc_thumb_2020_06_14_1685431,https://data.globe.gov/system/photos/2020/06/14/1685431/original.jpg,golc_2020_06_14_1685431
299,null,https://data.globe.gov/system/photos/2020/06/14/1685438/thumb.jpg,golc_thumb_2020_06_14_1685438,https://data.globe.gov/system/photos/2020/06/14/1685438/original.jpg,golc_2020_06_14_1685438
300,null,https://data.globe.gov/system/photos/2020/06/14/1685450/thumb.jpg,golc_thumb_2020_06_14_1685450,https://data.globe.gov/system/photos/2020/06/14/1685450/original.jpg,golc_2020_06_14_1685450
301,null,https://data.globe.gov/system/photos/2020/06/14/1685463/thumb.jpg,golc_thumb_2020_06_14_1685463,https://data.globe.gov/system/photos/2020/06/14/1685463/original.jpg,golc_2020_06_14_1685463
302,null,https://data.globe.gov/system/photos/2020/06/14/1685457/thumb.jpg,golc_thumb_2020_06_14_1685457,https://data.globe.gov/system/photos/2020/06/14/1685457/original.jpg,golc_2020_06_14_1685457
303,null,https://data.globe.gov/system/photos/2020/06/12/1680313/thumb.jpg,golc_thumb_2020_06_12_1680313,https://data.globe.gov/system/photos/2020/06/12/1680313/original.jpg,golc_2020_06_12_1680313
304,null,https://data.globe.gov/system/photos/2020/06/12/1680339/thumb.jpg,golc_thumb_2020_06_12_1680339,https://data.globe.gov/system/photos/2020/06/12/1680339/original.jpg,golc_2020_06_12_1680339
305,"80% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680408/thumb.jpg,golc_thumb_2020_06_12_1680408,https://data.globe.gov/system/photos/2020/06/12/1680408/original.jpg,golc_2020_06_12_1680408
306,"50% MUC 92 [Urban, Commercial Property]",https://data.globe.gov/system/photos/2020/06/12/1680415/thumb.jpg,golc_thumb_2020_06_12_1680415,https://data.globe.gov/system/photos/2020/06/12/1680415/original.jpg,golc_2020_06_12_1680415
307,null,https://data.globe.gov/system/photos/2020/06/12/1680421/thumb.jpg,golc_thumb_2020_06_12_1680421,https://data.globe.gov/system/photos/2020/06/12/1680421/original.jpg,golc_2020_06_12_1680421
308,"40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/12/1680427/thumb.jpg,golc_thumb_2020_06_12_1680427,https://data.globe.gov/system/photos/2020/06/12/1680427/original.jpg,golc_2020_06_12_1680427
309,"50% MUC 93 [Urban, Roads and Parking]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/12/1680442/thumb.jpg,golc_thumb_2020_06_12_1680442,https://data.globe.gov/system/photos/2020/06/12/1680442/original.jpg,golc_2020_06_12_1680442
310,"20% MUC 00 [Trees, Closely Spaced, Not Sure Which]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/12/1680448/thumb.jpg,golc_thumb_2020_06_12_1680448,https://data.globe.gov/system/photos/2020/06/12/1680448/original.jpg,golc_2020_06_12_1680448
311,null,https://data.globe.gov/system/photos/2020/06/13/1682263/thumb.jpg,golc_thumb_2020_06_13_1682263,https://data.globe.gov/system/photos/2020/06/13/1682263/original.jpg,golc_2020_06_13_1682263
312,null,https://data.globe.gov/system/photos/2020/06/13/1682269/thumb.jpg,golc_thumb_2020_06_13_1682269,https://data.globe.gov/system/photos/2020/06/13/1682269/original.jpg,golc_2020_06_13_1682269
313,null,https://data.globe.gov/system/photos/2020/06/13/1682275/thumb.jpg,golc_thumb_2020_06_13_1682275,https://data.globe.gov/system/photos/2020/06/13/1682275/original.jpg,golc_2020_06_13_1682275
314,null,https://data.globe.gov/system/photos/2020/06/13/1682281/thumb.jpg,golc_thumb_2020_06_13_1682281,https://data.globe.gov/system/photos/2020/06/13/1682281/original.jpg,golc_2020_06_13_1682281
315,null,https://data.globe.gov/system/photos/2020/06/15/1689339/thumb.jpg,golc_thumb_2020_06_15_1689339,https://data.globe.gov/system/photos/2020/06/15/1689339/original.jpg,golc_2020_06_15_1689339
316,null,https://data.globe.gov/system/photos/2020/06/17/1692216/thumb.jpg,golc_thumb_2020_06_17_1692216,https://data.globe.gov/system/photos/2020/06/17/1692216/original.jpg,golc_2020_06_17_1692216
317,null,https://data.globe.gov/system/photos/2020/06/13/1682287/thumb.jpg,golc_thumb_2020_06_13_1682287,https://data.globe.gov/system/photos/2020/06/13/1682287/original.jpg,golc_2020_06_13_1682287
318,null,https://data.globe.gov/system/photos/2020/06/13/1682293/thumb.jpg,golc_thumb_2020_06_13_1682293,https://data.globe.gov/system/photos/2020/06/13/1682293/original.jpg,golc_2020_06_13_1682293
319,null,https://data.globe.gov/system/photos/2020/06/13/1682428/thumb.jpg,golc_thumb_2020_06_13_1682428,https://data.globe.gov/system/photos/2020/06/13/1682428/original.jpg,golc_2020_06_13_1682428
320,null,https://data.globe.gov/system/photos/2020/06/13/1682434/thumb.jpg,golc_thumb_2020_06_13_1682434,https://data.globe.gov/system/photos/2020/06/13/1682434/original.jpg,golc_2020_06_13_1682434
321,null,https://data.globe.gov/system/photos/2020/06/13/1682644/thumb.jpg,golc_thumb_2020_06_13_1682644,https://data.globe.gov/system/photos/2020/06/13/1682644/original.jpg,golc_2020_06_13_1682644
322,null,https://data.globe.gov/system/photos/2020/06/13/1682656/thumb.jpg,golc_thumb_2020_06_13_1682656,https://data.globe.gov/system/photos/2020/06/13/1682656/original.jpg,golc_2020_06_13_1682656
323,null,https://data.globe.gov/system/photos/2020/06/13/1682677/thumb.jpg,golc_thumb_2020_06_13_1682677,https://data.globe.gov/system/photos/2020/06/13/1682677/original.jpg,golc_2020_06_13_1682677
324,null,https://data.globe.gov/system/photos/2020/06/13/1682683/thumb.jpg,golc_thumb_2020_06_13_1682683,https://data.globe.gov/system/photos/2020/06/13/1682683/original.jpg,golc_2020_06_13_1682683
325,null,https://data.globe.gov/system/photos/2020/06/13/1682723/thumb.jpg,golc_thumb_2020_06_13_1682723,https://data.globe.gov/system/photos/2020/06/13/1682723/original.jpg,golc_2020_06_13_1682723
326,null,https://data.globe.gov/system/photos/2020/06/13/1682735/thumb.jpg,golc_thumb_2020_06_13_1682735,https://data.globe.gov/system/photos/2020/06/13/1682735/original.jpg,golc_2020_06_13_1682735
327,null,https://data.globe.gov/system/photos/2020/06/13/1682753/thumb.jpg,golc_thumb_2020_06_13_1682753,https://data.globe.gov/system/photos/2020/06/13/1682753/original.jpg,golc_2020_06_13_1682753
328,null,https://data.globe.gov/system/photos/2020/06/13/1682769/thumb.jpg,golc_thumb_2020_06_13_1682769,https://data.globe.gov/system/photos/2020/06/13/1682769/original.jpg,golc_2020_06_13_1682769
329,null,https://data.globe.gov/system/photos/2020/06/13/1682775/thumb.jpg,golc_thumb_2020_06_13_1682775,https://data.globe.gov/system/photos/2020/06/13/1682775/original.jpg,golc_2020_06_13_1682775
330,null,https://data.globe.gov/system/photos/2020/06/13/1682787/thumb.jpg,golc_thumb_2020_06_13_1682787,https://data.globe.gov/system/photos/2020/06/13/1682787/original.jpg,golc_2020_06_13_1682787
331,null,https://data.globe.gov/system/photos/2020/06/13/1682812/thumb.jpg,golc_thumb_2020_06_13_1682812,https://data.globe.gov/system/photos/2020/06/13/1682812/original.jpg,golc_2020_06_13_1682812
332,null,https://data.globe.gov/system/photos/2020/06/13/1682849/thumb.jpg,golc_thumb_2020_06_13_1682849,https://data.globe.gov/system/photos/2020/06/13/1682849/original.jpg,golc_2020_06_13_1682849
333,null,https://data.globe.gov/system/photos/2020/06/13/1682861/thumb.jpg,golc_thumb_2020_06_13_1682861,https://data.globe.gov/system/photos/2020/06/13/1682861/original.jpg,golc_2020_06_13_1682861
334,null,https://data.globe.gov/system/photos/2020/06/13/1682870/thumb.jpg,golc_thumb_2020_06_13_1682870,https://data.globe.gov/system/photos/2020/06/13/1682870/original.jpg,golc_2020_06_13_1682870
335,null,https://data.globe.gov/system/photos/2020/06/24/1712415/thumb.jpg,golc_thumb_2020_06_24_1712415,https://data.globe.gov/system/photos/2020/06/24/1712415/original.jpg,golc_2020_06_24_1712415
336,null,https://data.globe.gov/system/photos/2020/06/13/1683035/thumb.jpg,golc_thumb_2020_06_13_1683035,https://data.globe.gov/system/photos/2020/06/13/1683035/original.jpg,golc_2020_06_13_1683035
337,null,https://data.globe.gov/system/photos/2020/06/13/1683047/thumb.jpg,golc_thumb_2020_06_13_1683047,https://data.globe.gov/system/photos/2020/06/13/1683047/original.jpg,golc_2020_06_13_1683047
338,null,https://data.globe.gov/system/photos/2020/06/13/1683053/thumb.jpg,golc_thumb_2020_06_13_1683053,https://data.globe.gov/system/photos/2020/06/13/1683053/original.jpg,golc_2020_06_13_1683053
339,null,https://data.globe.gov/system/photos/2020/06/13/1683059/thumb.jpg,golc_thumb_2020_06_13_1683059,https://data.globe.gov/system/photos/2020/06/13/1683059/original.jpg,golc_2020_06_13_1683059
340,null,https://data.globe.gov/system/photos/2020/06/13/1683065/thumb.jpg,golc_thumb_2020_06_13_1683065,https://data.globe.gov/system/photos/2020/06/13/1683065/original.jpg,golc_2020_06_13_1683065
341,null,https://data.globe.gov/system/photos/2020/06/13/1683071/thumb.jpg,golc_thumb_2020_06_13_1683071,https://data.globe.gov/system/photos/2020/06/13/1683071/original.jpg,golc_2020_06_13_1683071
342,"60% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683251/thumb.jpg,golc_thumb_2020_06_13_1683251,https://data.globe.gov/system/photos/2020/06/13/1683251/original.jpg,golc_2020_06_13_1683251
343,null,https://data.globe.gov/system/photos/2020/06/13/1706401/thumb.jpg,golc_thumb_2020_06_13_1706401,https://data.globe.gov/system/photos/2020/06/13/1706401/original.jpg,golc_2020_06_13_1706401
344,"30% MUC 93 [Urban, Roads and Parking]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683245/thumb.jpg,golc_thumb_2020_06_13_1683245,https://data.globe.gov/system/photos/2020/06/13/1683245/original.jpg,golc_2020_06_13_1683245
345,"50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683259/thumb.jpg,golc_thumb_2020_06_13_1683259,https://data.globe.gov/system/photos/2020/06/13/1683259/original.jpg,golc_2020_06_13_1683259
346,"60% MUC 93 [Urban, Roads and Parking]; 10% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/13/1683271/thumb.jpg,golc_thumb_2020_06_13_1683271,https://data.globe.gov/system/photos/2020/06/13/1683271/original.jpg,golc_2020_06_13_1683271
347,"40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683289/thumb.jpg,golc_thumb_2020_06_13_1683289,https://data.globe.gov/system/photos/2020/06/13/1683289/original.jpg,golc_2020_06_13_1683289
348,"20% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683307/thumb.jpg,golc_thumb_2020_06_13_1683307,https://data.globe.gov/system/photos/2020/06/13/1683307/original.jpg,golc_2020_06_13_1683307
349,"80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683313/thumb.jpg,golc_thumb_2020_06_13_1683313,https://data.globe.gov/system/photos/2020/06/13/1683313/original.jpg,golc_2020_06_13_1683313
350,"70% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683324/thumb.jpg,golc_thumb_2020_06_13_1683324,https://data.globe.gov/system/photos/2020/06/13/1683324/original.jpg,golc_2020_06_13_1683324
351,"60% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/13/1683330/thumb.jpg,golc_thumb_2020_06_13_1683330,https://data.globe.gov/system/photos/2020/06/13/1683330/original.jpg,golc_2020_06_13_1683330
352,"100% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/13/1683336/thumb.jpg,golc_thumb_2020_06_13_1683336,https://data.globe.gov/system/photos/2020/06/13/1683336/original.jpg,golc_2020_06_13_1683336
353,"60% MUC 93 [Urban, Roads and Parking]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1710193/thumb.jpg,golc_thumb_2020_06_14_1710193,https://data.globe.gov/system/photos/2020/06/14/1710193/original.jpg,golc_2020_06_14_1710193
354,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 70% MUC 42 [Herbaceous/Grassland, Medium Grass]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1683572/thumb.jpg,golc_thumb_2020_06_13_1683572,https://data.globe.gov/system/photos/2020/06/13/1683572/original.jpg,golc_2020_06_13_1683572
355,null,null,null,null,null
356,null,https://data.globe.gov/system/photos/2020/06/14/1685154/thumb.jpg,golc_thumb_2020_06_14_1685154,https://data.globe.gov/system/photos/2020/06/14/1685154/original.jpg,golc_2020_06_14_1685154
357,null,https://data.globe.gov/system/photos/2020/06/14/1685193/thumb.jpg,golc_thumb_2020_06_14_1685193,https://data.globe.gov/system/photos/2020/06/14/1685193/original.jpg,golc_2020_06_14_1685193
358,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 93 [Urban, Roads and Parking]; 10% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685185/thumb.jpg,golc_thumb_2020_06_14_1685185,https://data.globe.gov/system/photos/2020/06/14/1685185/original.jpg,golc_2020_06_14_1685185
359,null,https://data.globe.gov/system/photos/2020/07/14/1760878/thumb.jpg,golc_thumb_2020_07_14_1760878,https://data.globe.gov/system/photos/2020/07/14/1760878/original.jpg,golc_2020_07_14_1760878
360,"100% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685240/thumb.jpg,golc_thumb_2020_06_14_1685240,https://data.globe.gov/system/photos/2020/06/14/1685240/original.jpg,golc_2020_06_14_1685240
361,"30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]; 50% MUC 91 [Urban, Residential Property]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685255/thumb.jpg,golc_thumb_2020_06_14_1685255,https://data.globe.gov/system/photos/2020/06/14/1685255/original.jpg,golc_2020_06_14_1685255
362,"50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685718/thumb.jpg,golc_thumb_2020_06_14_1685718,https://data.globe.gov/system/photos/2020/06/14/1685718/original.jpg,golc_2020_06_14_1685718
363,null,https://data.globe.gov/system/photos/2020/06/14/1685444/thumb.jpg,golc_thumb_2020_06_14_1685444,https://data.globe.gov/system/photos/2020/06/14/1685444/original.jpg,golc_2020_06_14_1685444
364,null,https://data.globe.gov/system/photos/2020/06/14/1685469/thumb.jpg,golc_thumb_2020_06_14_1685469,https://data.globe.gov/system/photos/2020/06/14/1685469/original.jpg,golc_2020_06_14_1685469
365,null,https://data.globe.gov/system/photos/2020/06/14/1685475/thumb.jpg,golc_thumb_2020_06_14_1685475,https://data.globe.gov/system/photos/2020/06/14/1685475/original.jpg,golc_2020_06_14_1685475
366,"100% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685724/thumb.jpg,golc_thumb_2020_06_14_1685724,https://data.globe.gov/system/photos/2020/06/14/1685724/original.jpg,golc_2020_06_14_1685724
367,"50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685736/thumb.jpg,golc_thumb_2020_06_14_1685736,https://data.globe.gov/system/photos/2020/06/14/1685736/original.jpg,golc_2020_06_14_1685736
368,"50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 50% MUC 42 [Herbaceous/Grassland, Medium Grass]",https://data.globe.gov/system/photos/2020/06/14/1685742/thumb.jpg,golc_thumb_2020_06_14_1685742,https://data.globe.gov/system/photos/2020/06/14/1685742/original.jpg,golc_2020_06_14_1685742
369,"50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 92 [Urban, Commercial Property]; 10% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685748/thumb.jpg,golc_thumb_2020_06_14_1685748,https://data.globe.gov/system/photos/2020/06/14/1685748/original.jpg,golc_2020_06_14_1685748
370,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 42 [Herbaceous/Grassland, Medium Grass]; 20% MUC 71 [Open Water, Freshwater]",https://data.globe.gov/system/photos/2020/06/14/1685754/thumb.jpg,golc_thumb_2020_06_14_1685754,https://data.globe.gov/system/photos/2020/06/14/1685754/original.jpg,golc_2020_06_14_1685754
371,"80% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 91 [Urban, Residential Property]; 80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/14/1685766/thumb.jpg,golc_thumb_2020_06_14_1685766,https://data.globe.gov/system/photos/2020/06/14/1685766/original.jpg,golc_2020_06_14_1685766
372,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 40% MUC 93 [Urban, Roads and Parking]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1685772/thumb.jpg,golc_thumb_2020_06_14_1685772,https://data.globe.gov/system/photos/2020/06/14/1685772/original.jpg,golc_2020_06_14_1685772
373,"60% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 70% MUC 42 [Herbaceous/Grassland, Medium Grass]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/14/1685778/thumb.jpg,golc_thumb_2020_06_14_1685778,https://data.globe.gov/system/photos/2020/06/14/1685778/original.jpg,golc_2020_06_14_1685778
374,"40% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]; 10% MUC 53 [Barren, Bare Rock]; 40% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/14/1685805/thumb.jpg,golc_thumb_2020_06_14_1685805,https://data.globe.gov/system/photos/2020/06/14/1685805/original.jpg,golc_2020_06_14_1685805
375,"60% MUC 93 [Urban, Roads and Parking]; 10% MUC 91 [Urban, Residential Property]; 30% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 20% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/14/1686333/thumb.jpg,golc_thumb_2020_06_14_1686333,https://data.globe.gov/system/photos/2020/06/14/1686333/original.jpg,golc_2020_06_14_1686333
376,null,https://data.globe.gov/system/photos/2020/06/14/1686013/thumb.jpg,golc_thumb_2020_06_14_1686013,https://data.globe.gov/system/photos/2020/06/14/1686013/original.jpg,golc_2020_06_14_1686013
377,null,https://data.globe.gov/system/photos/2020/06/14/1686053/thumb.jpg,golc_thumb_2020_06_14_1686053,https://data.globe.gov/system/photos/2020/06/14/1686053/original.jpg,golc_2020_06_14_1686053
378,null,https://data.globe.gov/system/photos/2020/06/14/1686047/thumb.jpg,golc_thumb_2020_06_14_1686047,https://data.globe.gov/system/photos/2020/06/14/1686047/original.jpg,golc_2020_06_14_1686047
379,null,https://data.globe.gov/system/photos/2020/06/14/1686059/thumb.jpg,golc_thumb_2020_06_14_1686059,https://data.globe.gov/system/photos/2020/06/14/1686059/original.jpg,golc_2020_06_14_1686059
380,null,https://data.globe.gov/system/photos/2020/06/17/1692281/thumb.jpg,golc_thumb_2020_06_17_1692281,https://data.globe.gov/system/photos/2020/06/17/1692281/original.jpg,golc_2020_06_17_1692281
381,"50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 53 [Barren, Bare Rock]; 10% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]",https://data.globe.gov/system/photos/2020/07/08/1742733/thumb.jpg,golc_thumb_2020_07_08_1742733,https://data.globe.gov/system/photos/2020/07/08/1742733/original.jpg,golc_2020_07_08_1742733
382,"60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]; 10% MUC 94 [Urban, Other]",https://data.globe.gov/system/photos/2020/07/21/1782654/thumb.jpg,golc_thumb_2020_07_21_1782654,https://data.globe.gov/system/photos/2020/07/21/1782654/original.jpg,golc_2020_07_21_1782654
383,"80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]; 10% MUC 53 [Barren, Bare Rock]; 90% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/07/26/1799939/thumb.jpg,golc_thumb_2020_07_26_1799939,https://data.globe.gov/system/photos/2020/07/26/1799939/original.jpg,golc_2020_07_26_1799939
384,null,https://data.globe.gov/system/photos/2020/06/15/1687536/thumb.jpg,golc_thumb_2020_06_15_1687536,https://data.globe.gov/system/photos/2020/06/15/1687536/original.jpg,golc_2020_06_15_1687536
385,null,https://data.globe.gov/system/photos/2020/06/15/1687564/thumb.jpg,golc_thumb_2020_06_15_1687564,https://data.globe.gov/system/photos/2020/06/15/1687564/original.jpg,golc_2020_06_15_1687564
386,null,https://data.globe.gov/system/photos/2020/06/15/1687756/thumb.jpg,golc_thumb_2020_06_15_1687756,https://data.globe.gov/system/photos/2020/06/15/1687756/original.jpg,golc_2020_06_15_1687756
387,null,https://data.globe.gov/system/photos/2020/06/15/1687802/thumb.jpg,golc_thumb_2020_06_15_1687802,https://data.globe.gov/system/photos/2020/06/15/1687802/original.jpg,golc_2020_06_15_1687802
388,null,https://data.globe.gov/system/photos/2020/06/15/1687835/thumb.jpg,golc_thumb_2020_06_15_1687835,https://data.globe.gov/system/photos/2020/06/15/1687835/original.jpg,golc_2020_06_15_1687835
389,null,https://data.globe.gov/system/photos/2020/06/15/1687876/thumb.jpg,golc_thumb_2020_06_15_1687876,https://data.globe.gov/system/photos/2020/06/15/1687876/original.jpg,golc_2020_06_15_1687876
390,null,https://data.globe.gov/system/photos/2020/06/15/1687882/thumb.jpg,golc_thumb_2020_06_15_1687882,https://data.globe.gov/system/photos/2020/06/15/1687882/original.jpg,golc_2020_06_15_1687882
391,null,https://data.globe.gov/system/photos/2020/06/14/1688682/thumb.jpg,golc_thumb_2020_06_14_1688682,https://data.globe.gov/system/photos/2020/06/14/1688682/original.jpg,golc_2020_06_14_1688682
392,null,https://data.globe.gov/system/photos/2020/06/14/1688693/thumb.jpg,golc_thumb_2020_06_14_1688693,https://data.globe.gov/system/photos/2020/06/14/1688693/original.jpg,golc_2020_06_14_1688693
393,null,https://data.globe.gov/system/photos/2020/06/14/1688702/thumb.jpg,golc_thumb_2020_06_14_1688702,https://data.globe.gov/system/photos/2020/06/14/1688702/original.jpg,golc_2020_06_14_1688702
394,"80% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/13/1688159/thumb.jpg,golc_thumb_2020_06_13_1688159,https://data.globe.gov/system/photos/2020/06/13/1688159/original.jpg,golc_2020_06_13_1688159
395,"70% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 94 [Urban, Other]",https://data.globe.gov/system/photos/2020/06/13/1688167/thumb.jpg,golc_thumb_2020_06_13_1688167,https://data.globe.gov/system/photos/2020/06/13/1688167/original.jpg,golc_2020_06_13_1688167
