OBJECTID,landcoversSouthClassifications,thumbUrl,DownloadThumbPicture,SouthOriginalUrl,DownloadOriginalPicture
562,null,https://data.globe.gov/system/photos/2020/06/16/1691376/thumb.jpg,golc_thumb_2020_06_16_1691376,https://data.globe.gov/system/photos/2020/06/16/1691376/original.jpg,golc_2020_06_16_1691376
563,null,https://data.globe.gov/system/photos/2020/06/16/1691401/thumb.jpg,golc_thumb_2020_06_16_1691401,https://data.globe.gov/system/photos/2020/06/16/1691401/original.jpg,golc_2020_06_16_1691401
564,"10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691893/thumb.jpg,golc_thumb_2020_06_13_1691893,https://data.globe.gov/system/photos/2020/06/13/1691893/original.jpg,golc_2020_06_13_1691893
565,null,https://data.globe.gov/system/photos/2020/06/16/1691445/thumb.jpg,golc_thumb_2020_06_16_1691445,https://data.globe.gov/system/photos/2020/06/16/1691445/original.jpg,golc_2020_06_16_1691445
566,"30% MUC 71 [Open Water, Freshwater]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/06/16/1691719/thumb.jpg,golc_thumb_2020_06_16_1691719,https://data.globe.gov/system/photos/2020/06/16/1691719/original.jpg,golc_2020_06_16_1691719
567,null,https://data.globe.gov/system/photos/2020/06/16/1691725/thumb.jpg,golc_thumb_2020_06_16_1691725,https://data.globe.gov/system/photos/2020/06/16/1691725/original.jpg,golc_2020_06_16_1691725
568,"80% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/16/1691731/thumb.jpg,golc_thumb_2020_06_16_1691731,https://data.globe.gov/system/photos/2020/06/16/1691731/original.jpg,golc_2020_06_16_1691731
569,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 90% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691881/thumb.jpg,golc_thumb_2020_06_13_1691881,https://data.globe.gov/system/photos/2020/06/13/1691881/original.jpg,golc_2020_06_13_1691881
570,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1691887/thumb.jpg,golc_thumb_2020_06_13_1691887,https://data.globe.gov/system/photos/2020/06/13/1691887/original.jpg,golc_2020_06_13_1691887
571,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692078/thumb.jpg,golc_thumb_2020_06_16_1692078,https://data.globe.gov/system/photos/2020/06/16/1692078/original.jpg,golc_2020_06_16_1692078
572,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/16/1692907/thumb.jpg,golc_thumb_2020_06_16_1692907,https://data.globe.gov/system/photos/2020/06/16/1692907/original.jpg,golc_2020_06_16_1692907
573,"10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692015/thumb.jpg,golc_thumb_2020_06_16_1692015,https://data.globe.gov/system/photos/2020/06/16/1692015/original.jpg,golc_2020_06_16_1692015
574,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692021/thumb.jpg,golc_thumb_2020_06_16_1692021,https://data.globe.gov/system/photos/2020/06/16/1692021/original.jpg,golc_2020_06_16_1692021
575,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692036/thumb.jpg,golc_thumb_2020_06_16_1692036,https://data.globe.gov/system/photos/2020/06/16/1692036/original.jpg,golc_2020_06_16_1692036
576,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692044/thumb.jpg,golc_thumb_2020_06_16_1692044,https://data.globe.gov/system/photos/2020/06/16/1692044/original.jpg,golc_2020_06_16_1692044
577,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 60% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692054/thumb.jpg,golc_thumb_2020_06_16_1692054,https://data.globe.gov/system/photos/2020/06/16/1692054/original.jpg,golc_2020_06_16_1692054
578,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/16/1692066/thumb.jpg,golc_thumb_2020_06_16_1692066,https://data.globe.gov/system/photos/2020/06/16/1692066/original.jpg,golc_2020_06_16_1692066
579,null,https://data.globe.gov/system/photos/2020/06/16/1692180/thumb.jpg,golc_thumb_2020_06_16_1692180,https://data.globe.gov/system/photos/2020/06/16/1692180/original.jpg,golc_2020_06_16_1692180
580,null,https://data.globe.gov/system/photos/2020/06/16/1692198/thumb.jpg,golc_thumb_2020_06_16_1692198,https://data.globe.gov/system/photos/2020/06/16/1692198/original.jpg,golc_2020_06_16_1692198
581,null,https://data.globe.gov/system/photos/2020/06/17/1692222/thumb.jpg,golc_thumb_2020_06_17_1692222,https://data.globe.gov/system/photos/2020/06/17/1692222/original.jpg,golc_2020_06_17_1692222
582,null,https://data.globe.gov/system/photos/2020/06/17/1692228/thumb.jpg,golc_thumb_2020_06_17_1692228,https://data.globe.gov/system/photos/2020/06/17/1692228/original.jpg,golc_2020_06_17_1692228
583,null,https://data.globe.gov/system/photos/2020/06/17/1692236/thumb.jpg,golc_thumb_2020_06_17_1692236,https://data.globe.gov/system/photos/2020/06/17/1692236/original.jpg,golc_2020_06_17_1692236
584,null,https://data.globe.gov/system/photos/2020/06/17/1692257/thumb.jpg,golc_thumb_2020_06_17_1692257,https://data.globe.gov/system/photos/2020/06/17/1692257/original.jpg,golc_2020_06_17_1692257
585,null,https://data.globe.gov/system/photos/2020/06/16/1692295/thumb.jpg,golc_thumb_2020_06_16_1692295,https://data.globe.gov/system/photos/2020/06/16/1692295/original.jpg,golc_2020_06_16_1692295
586,null,https://data.globe.gov/system/photos/2020/06/17/1692332/thumb.jpg,golc_thumb_2020_06_17_1692332,https://data.globe.gov/system/photos/2020/06/17/1692332/original.jpg,golc_2020_06_17_1692332
587,null,https://data.globe.gov/system/photos/2020/06/17/1692338/thumb.jpg,golc_thumb_2020_06_17_1692338,https://data.globe.gov/system/photos/2020/06/17/1692338/original.jpg,golc_2020_06_17_1692338
588,null,https://data.globe.gov/system/photos/2020/06/14/1692351/thumb.jpg,golc_thumb_2020_06_14_1692351,https://data.globe.gov/system/photos/2020/06/14/1692351/original.jpg,golc_2020_06_14_1692351
589,null,https://data.globe.gov/system/photos/2020/06/14/1692358/thumb.jpg,golc_thumb_2020_06_14_1692358,https://data.globe.gov/system/photos/2020/06/14/1692358/original.jpg,golc_2020_06_14_1692358
590,null,https://data.globe.gov/system/photos/2020/06/14/1692364/thumb.jpg,golc_thumb_2020_06_14_1692364,https://data.globe.gov/system/photos/2020/06/14/1692364/original.jpg,golc_2020_06_14_1692364
591,null,https://data.globe.gov/system/photos/2020/06/14/1692638/thumb.jpg,golc_thumb_2020_06_14_1692638,https://data.globe.gov/system/photos/2020/06/14/1692638/original.jpg,golc_2020_06_14_1692638
592,null,https://data.globe.gov/system/photos/2020/06/14/1692375/thumb.jpg,golc_thumb_2020_06_14_1692375,https://data.globe.gov/system/photos/2020/06/14/1692375/original.jpg,golc_2020_06_14_1692375
593,null,https://data.globe.gov/system/photos/2020/06/14/1692465/thumb.jpg,golc_thumb_2020_06_14_1692465,https://data.globe.gov/system/photos/2020/06/14/1692465/original.jpg,golc_2020_06_14_1692465
594,null,https://data.globe.gov/system/photos/2020/06/14/1692476/thumb.jpg,golc_thumb_2020_06_14_1692476,https://data.globe.gov/system/photos/2020/06/14/1692476/original.jpg,golc_2020_06_14_1692476
595,null,https://data.globe.gov/system/photos/2020/06/14/1692483/thumb.jpg,golc_thumb_2020_06_14_1692483,https://data.globe.gov/system/photos/2020/06/14/1692483/original.jpg,golc_2020_06_14_1692483
596,null,https://data.globe.gov/system/photos/2020/06/14/1692572/thumb.jpg,golc_thumb_2020_06_14_1692572,https://data.globe.gov/system/photos/2020/06/14/1692572/original.jpg,golc_2020_06_14_1692572
597,null,https://data.globe.gov/system/photos/2020/06/14/1692578/thumb.jpg,golc_thumb_2020_06_14_1692578,https://data.globe.gov/system/photos/2020/06/14/1692578/original.jpg,golc_2020_06_14_1692578
598,null,https://data.globe.gov/system/photos/2020/06/14/1692584/thumb.jpg,golc_thumb_2020_06_14_1692584,https://data.globe.gov/system/photos/2020/06/14/1692584/original.jpg,golc_2020_06_14_1692584
599,null,https://data.globe.gov/system/photos/2020/06/14/1692590/thumb.jpg,golc_thumb_2020_06_14_1692590,https://data.globe.gov/system/photos/2020/06/14/1692590/original.jpg,golc_2020_06_14_1692590
600,null,https://data.globe.gov/system/photos/2020/06/14/1692602/thumb.jpg,golc_thumb_2020_06_14_1692602,https://data.globe.gov/system/photos/2020/06/14/1692602/original.jpg,golc_2020_06_14_1692602
601,null,https://data.globe.gov/system/photos/2020/06/14/1692614/thumb.jpg,golc_thumb_2020_06_14_1692614,https://data.globe.gov/system/photos/2020/06/14/1692614/original.jpg,golc_2020_06_14_1692614
602,null,https://data.globe.gov/system/photos/2020/06/14/1692620/thumb.jpg,golc_thumb_2020_06_14_1692620,https://data.globe.gov/system/photos/2020/06/14/1692620/original.jpg,golc_2020_06_14_1692620
603,null,https://data.globe.gov/system/photos/2020/06/14/1692626/thumb.jpg,golc_thumb_2020_06_14_1692626,https://data.globe.gov/system/photos/2020/06/14/1692626/original.jpg,golc_2020_06_14_1692626
604,null,https://data.globe.gov/system/photos/2020/06/14/1692632/thumb.jpg,golc_thumb_2020_06_14_1692632,https://data.globe.gov/system/photos/2020/06/14/1692632/original.jpg,golc_2020_06_14_1692632
605,null,https://data.globe.gov/system/photos/2020/07/14/1757817/thumb.jpg,golc_thumb_2020_07_14_1757817,https://data.globe.gov/system/photos/2020/07/14/1757817/original.jpg,golc_2020_07_14_1757817
606,null,https://data.globe.gov/system/photos/2020/06/17/1692671/thumb.jpg,golc_thumb_2020_06_17_1692671,https://data.globe.gov/system/photos/2020/06/17/1692671/original.jpg,golc_2020_06_17_1692671
607,null,https://data.globe.gov/system/photos/2020/06/16/1692782/thumb.jpg,golc_thumb_2020_06_16_1692782,https://data.globe.gov/system/photos/2020/06/16/1692782/original.jpg,golc_2020_06_16_1692782
608,null,https://data.globe.gov/system/photos/2020/06/16/1692788/thumb.jpg,golc_thumb_2020_06_16_1692788,https://data.globe.gov/system/photos/2020/06/16/1692788/original.jpg,golc_2020_06_16_1692788
609,null,https://data.globe.gov/system/photos/2020/06/16/1692794/thumb.jpg,golc_thumb_2020_06_16_1692794,https://data.globe.gov/system/photos/2020/06/16/1692794/original.jpg,golc_2020_06_16_1692794
610,null,https://data.globe.gov/system/photos/2020/06/16/1692800/thumb.jpg,golc_thumb_2020_06_16_1692800,https://data.globe.gov/system/photos/2020/06/16/1692800/original.jpg,golc_2020_06_16_1692800
611,null,https://data.globe.gov/system/photos/2020/06/16/1692806/thumb.jpg,golc_thumb_2020_06_16_1692806,https://data.globe.gov/system/photos/2020/06/16/1692806/original.jpg,golc_2020_06_16_1692806
612,null,https://data.globe.gov/system/photos/2020/06/16/1692812/thumb.jpg,golc_thumb_2020_06_16_1692812,https://data.globe.gov/system/photos/2020/06/16/1692812/original.jpg,golc_2020_06_16_1692812
613,null,https://data.globe.gov/system/photos/2020/06/16/1692818/thumb.jpg,golc_thumb_2020_06_16_1692818,https://data.globe.gov/system/photos/2020/06/16/1692818/original.jpg,golc_2020_06_16_1692818
614,null,https://data.globe.gov/system/photos/2020/06/17/1692824/thumb.jpg,golc_thumb_2020_06_17_1692824,https://data.globe.gov/system/photos/2020/06/17/1692824/original.jpg,golc_2020_06_17_1692824
615,"100% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/16/1692913/thumb.jpg,golc_thumb_2020_06_16_1692913,https://data.globe.gov/system/photos/2020/06/16/1692913/original.jpg,golc_2020_06_16_1692913
616,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 91 [Urban, Residential Property]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]",rejected,null,rejected,null
617,null,https://data.globe.gov/system/photos/2020/06/13/1692958/thumb.jpg,golc_thumb_2020_06_13_1692958,https://data.globe.gov/system/photos/2020/06/13/1692958/original.jpg,golc_2020_06_13_1692958
618,null,https://data.globe.gov/system/photos/2020/06/13/1692967/thumb.jpg,golc_thumb_2020_06_13_1692967,https://data.globe.gov/system/photos/2020/06/13/1692967/original.jpg,golc_2020_06_13_1692967
619,null,https://data.globe.gov/system/photos/2020/06/13/1692972/thumb.jpg,golc_thumb_2020_06_13_1692972,https://data.globe.gov/system/photos/2020/06/13/1692972/original.jpg,golc_2020_06_13_1692972
620,null,https://data.globe.gov/system/photos/2020/07/13/1782054/thumb.jpg,golc_thumb_2020_07_13_1782054,https://data.globe.gov/system/photos/2020/07/13/1782054/original.jpg,golc_2020_07_13_1782054
621,null,https://data.globe.gov/system/photos/2020/06/14/1692978/thumb.jpg,golc_thumb_2020_06_14_1692978,https://data.globe.gov/system/photos/2020/06/14/1692978/original.jpg,golc_2020_06_14_1692978
622,null,https://data.globe.gov/system/photos/2020/06/14/1692985/thumb.jpg,golc_thumb_2020_06_14_1692985,https://data.globe.gov/system/photos/2020/06/14/1692985/original.jpg,golc_2020_06_14_1692985
623,null,https://data.globe.gov/system/photos/2020/06/14/1692991/thumb.jpg,golc_thumb_2020_06_14_1692991,https://data.globe.gov/system/photos/2020/06/14/1692991/original.jpg,golc_2020_06_14_1692991
624,null,https://data.globe.gov/system/photos/2020/06/16/1692999/thumb.jpg,golc_thumb_2020_06_16_1692999,https://data.globe.gov/system/photos/2020/06/16/1692999/original.jpg,golc_2020_06_16_1692999
625,null,https://data.globe.gov/system/photos/2020/06/16/1693005/thumb.jpg,golc_thumb_2020_06_16_1693005,https://data.globe.gov/system/photos/2020/06/16/1693005/original.jpg,golc_2020_06_16_1693005
626,"20% MUC 21 (l) [Shrubs, Loosely Spaced, Tall Evergreen]; 60% MUC 53 [Barren, Bare Rock]",https://data.globe.gov/system/photos/2020/06/13/1693148/thumb.jpg,golc_thumb_2020_06_13_1693148,https://data.globe.gov/system/photos/2020/06/13/1693148/original.jpg,golc_2020_06_13_1693148
627,"90% MUC 93 [Urban, Roads and Parking]; 70% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693154/thumb.jpg,golc_thumb_2020_06_13_1693154,https://data.globe.gov/system/photos/2020/06/13/1693154/original.jpg,golc_2020_06_13_1693154
628,"20% MUC 93 [Urban, Roads and Parking]; 70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1693182/thumb.jpg,golc_thumb_2020_06_13_1693182,https://data.globe.gov/system/photos/2020/06/13/1693182/original.jpg,golc_2020_06_13_1693182
629,"80% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 50% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1693188/thumb.jpg,golc_thumb_2020_06_13_1693188,https://data.globe.gov/system/photos/2020/06/13/1693188/original.jpg,golc_2020_06_13_1693188
630,"90% MUC 93 [Urban, Roads and Parking]; 70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693200/thumb.jpg,golc_thumb_2020_06_13_1693200,https://data.globe.gov/system/photos/2020/06/13/1693200/original.jpg,golc_2020_06_13_1693200
631,"50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]; 30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693216/thumb.jpg,golc_thumb_2020_06_13_1693216,https://data.globe.gov/system/photos/2020/06/13/1693216/original.jpg,golc_2020_06_13_1693216
632,"100% MUC 93 [Urban, Roads and Parking]; 50% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693222/thumb.jpg,golc_thumb_2020_06_13_1693222,https://data.globe.gov/system/photos/2020/06/13/1693222/original.jpg,golc_2020_06_13_1693222
633,"40% MUC 93 [Urban, Roads and Parking]; 30% MUC 42 [Herbaceous/Grassland, Medium Grass]; 40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693228/thumb.jpg,golc_thumb_2020_06_13_1693228,https://data.globe.gov/system/photos/2020/06/13/1693228/original.jpg,golc_2020_06_13_1693228
634,"70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/06/13/1693234/thumb.jpg,golc_thumb_2020_06_13_1693234,https://data.globe.gov/system/photos/2020/06/13/1693234/original.jpg,golc_2020_06_13_1693234
635,"100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/13/1693240/thumb.jpg,golc_thumb_2020_06_13_1693240,https://data.globe.gov/system/photos/2020/06/13/1693240/original.jpg,golc_2020_06_13_1693240
636,null,https://data.globe.gov/system/photos/2020/06/16/1694112/thumb.jpg,golc_thumb_2020_06_16_1694112,https://data.globe.gov/system/photos/2020/06/16/1694112/original.jpg,golc_2020_06_16_1694112
637,"30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 30% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694165/thumb.jpg,golc_thumb_2020_06_17_1694165,https://data.globe.gov/system/photos/2020/06/17/1694165/original.jpg,golc_2020_06_17_1694165
638,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694171/thumb.jpg,golc_thumb_2020_06_17_1694171,https://data.globe.gov/system/photos/2020/06/17/1694171/original.jpg,golc_2020_06_17_1694171
639,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 10% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 10% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694177/thumb.jpg,golc_thumb_2020_06_17_1694177,https://data.globe.gov/system/photos/2020/06/17/1694177/original.jpg,golc_2020_06_17_1694177
640,"20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 70% MUC 43 [Herbaceous/Grassland, Short Grass]; 100% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1694183/thumb.jpg,golc_thumb_2020_06_17_1694183,https://data.globe.gov/system/photos/2020/06/17/1694183/original.jpg,golc_2020_06_17_1694183
641,null,https://data.globe.gov/system/photos/2020/06/15/1694326/thumb.jpg,golc_thumb_2020_06_15_1694326,https://data.globe.gov/system/photos/2020/06/15/1694326/original.jpg,golc_2020_06_15_1694326
642,null,https://data.globe.gov/system/photos/2020/06/15/1694332/thumb.jpg,golc_thumb_2020_06_15_1694332,https://data.globe.gov/system/photos/2020/06/15/1694332/original.jpg,golc_2020_06_15_1694332
643,null,https://data.globe.gov/system/photos/2020/06/15/1694350/thumb.jpg,golc_thumb_2020_06_15_1694350,https://data.globe.gov/system/photos/2020/06/15/1694350/original.jpg,golc_2020_06_15_1694350
644,"20% MUC 94 [Urban, Other]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1694974/thumb.jpg,golc_thumb_2020_06_17_1694974,https://data.globe.gov/system/photos/2020/06/17/1694974/original.jpg,golc_2020_06_17_1694974
645,"50% MUC 92 [Urban, Commercial Property]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1694991/thumb.jpg,golc_thumb_2020_06_17_1694991,https://data.globe.gov/system/photos/2020/06/17/1694991/original.jpg,golc_2020_06_17_1694991
646,"60% MUC 93 [Urban, Roads and Parking]",rejected,null,rejected,null
647,"80% MUC 91 [Urban, Residential Property]; 40% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695029/thumb.jpg,golc_thumb_2020_06_17_1695029,https://data.globe.gov/system/photos/2020/06/17/1695029/original.jpg,golc_2020_06_17_1695029
648,"30% MUC 91 [Urban, Residential Property]; 90% MUC 93 [Urban, Roads and Parking]; 20% MUC 1 [Trees, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695035/thumb.jpg,golc_thumb_2020_06_17_1695035,https://data.globe.gov/system/photos/2020/06/17/1695035/original.jpg,golc_2020_06_17_1695035
649,"80% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 00 [Trees, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695041/thumb.jpg,golc_thumb_2020_06_17_1695041,https://data.globe.gov/system/photos/2020/06/17/1695041/original.jpg,golc_2020_06_17_1695041
650,"40% MUC 1 [Trees, Loosely Spaced, Not Sure Which]; 50% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/06/17/1695047/thumb.jpg,golc_thumb_2020_06_17_1695047,https://data.globe.gov/system/photos/2020/06/17/1695047/original.jpg,golc_2020_06_17_1695047
651,"60% MUC 1 [Trees, Loosely Spaced, Not Sure Which]; 40% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 3 (c) [Shrubs, Closely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/17/1695053/thumb.jpg,golc_thumb_2020_06_17_1695053,https://data.globe.gov/system/photos/2020/06/17/1695053/original.jpg,golc_2020_06_17_1695053
652,"30% MUC 11 (b) [Trees, Loosely Spaced, Evergreen - Broad Leaved]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/06/17/1695221/thumb.jpg,golc_thumb_2020_06_17_1695221,https://data.globe.gov/system/photos/2020/06/17/1695221/original.jpg,golc_2020_06_17_1695221
653,"70% MUC 93 [Urban, Roads and Parking]; 70% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 30% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/17/1695227/thumb.jpg,golc_thumb_2020_06_17_1695227,https://data.globe.gov/system/photos/2020/06/17/1695227/original.jpg,golc_2020_06_17_1695227
654,null,https://data.globe.gov/system/photos/2020/06/17/1695233/thumb.jpg,golc_thumb_2020_06_17_1695233,https://data.globe.gov/system/photos/2020/06/17/1695233/original.jpg,golc_2020_06_17_1695233
655,"50% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/17/1695239/thumb.jpg,golc_thumb_2020_06_17_1695239,https://data.globe.gov/system/photos/2020/06/17/1695239/original.jpg,golc_2020_06_17_1695239
656,null,https://data.globe.gov/system/photos/2020/06/17/1695245/thumb.jpg,golc_thumb_2020_06_17_1695245,https://data.globe.gov/system/photos/2020/06/17/1695245/original.jpg,golc_2020_06_17_1695245
657,null,https://data.globe.gov/system/photos/2020/06/17/1695251/thumb.jpg,golc_thumb_2020_06_17_1695251,https://data.globe.gov/system/photos/2020/06/17/1695251/original.jpg,golc_2020_06_17_1695251
